SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
RNMT,0.046957868,0.04667119,0.201859585,0.216327272,0.079686948,0.083451986,0.068965188,0.069270978,0.094125966,0.09268302,Nucleosol
RNMTL1,0.03908845,0.037972156,0.044261521,0.047846369,0.112083205,0.10853466,0.187083659,0.156716824,0.128192329,0.138220827,"ER, Mitochondrion"
RNPC3,0.026034507,0.026642353,0.041726282,0.040529293,0.142394913,0.142862487,0.094160004,0.108308786,0.184794501,0.192546874,Nucleus (Nucleolus)
RNPEP,0.226132434,0.240514551,0.140970055,0.127549557,0.059274568,0.055031632,0.039687895,0.038017714,0.035799241,0.037022353,Cytosol_5
RNPEPL1,0.290424655,0.251092348,0.100247236,0.104181244,0.038515961,0.041812443,0.042644338,0.041081619,0.043281865,0.046718291,unknown
RNPS1,0.049248064,0.0511246,0.041248557,0.043838706,0.171487221,0.164421578,0.100055503,0.111385201,0.133031443,0.134159127,Nucleus (Nucleolus)
ROCK1,0.22519951,0.229911751,0.113980492,0.114428071,0.052510239,0.054984588,0.063674366,0.059933285,0.044107588,0.041270109,Cytosol_3
ROCK2,0.230091644,0.224823404,0.107931157,0.112343943,0.057239171,0.059788593,0.061414802,0.060059628,0.043543442,0.042764217,Cytosol_3
ROGDI,0.184116898,0.164680865,0.085902464,0.090775952,0.061410912,0.065539724,0.101821973,0.088872892,0.081144815,0.075733505,unknown
ROMO1,0.096017673,0.105937791,0.030054346,0.026946435,0.122922109,0.119301812,0.177873348,0.143955112,0.082981243,0.09401013,unknown
ROR1,0.054338308,0.05174733,0.041771615,0.04031814,0.125811373,0.115221768,0.158528108,0.161037835,0.118155802,0.133069722,unknown
RORA,0.202405981,0.223876357,0.092700072,0.107579164,0.049986606,0.051358438,0.097684122,0.09111719,0.043858011,0.039434059,unknown
RP2,0.03385035,0.036394724,0.0340539,0.033382185,0.13003786,0.130546735,0.17567375,0.171867367,0.12467432,0.129518808,"ER, peroxisome"
RP9,0.059895811,0.063115734,0.072950026,0.079669107,0.159844327,0.181153413,0.11048962,0.114948647,0.080131589,0.077801726,unknown
RPA1,0.068016435,0.07186606,0.18899641,0.199652478,0.086563754,0.090134977,0.081043719,0.079584509,0.07033965,0.063802008,unknown
RPA2,0.069871746,0.078212077,0.193134972,0.18218948,0.096438659,0.102097488,0.072925414,0.075330178,0.06693259,0.062867394,unknown
RPA3,0.090765136,0.077591902,0.181248543,0.188029455,0.086014611,0.089055335,0.072851092,0.079272558,0.066866791,0.068304578,unknown
RPA3-AS1,0.4293326,0.317346326,0.064126603,0.058320604,0.019524661,0.016824365,0.034893907,0.028479798,0.016549268,0.014601869,Cytosol_4
RPAIN,0.114515668,0.10146156,0.183649797,0.182007995,0.072953102,0.078681562,0.074327218,0.084285102,0.049521736,0.05859626,Nucleosol
RPAP1,0.220355545,0.217509814,0.104349168,0.098306276,0.065631804,0.062383214,0.059211767,0.057848902,0.057386042,0.057017469,unknown
RPAP2,0.204635306,0.192477406,0.074222702,0.074239706,0.068449825,0.07245428,0.06922351,0.068237275,0.090368053,0.085691938,unknown
RPAP3,0.212680394,0.222912266,0.110751949,0.118243444,0.048164457,0.049784927,0.056767373,0.05434091,0.065582394,0.060771887,unknown
RPE,0.250623639,0.241871835,0.127931521,0.123276128,0.050758796,0.045410934,0.040154846,0.040788914,0.038911739,0.040271648,Cytosol_4
RPF1,0.03791202,0.036555503,0.032644504,0.038211511,0.169115445,0.163566055,0.080924194,0.085716047,0.169141871,0.18621285,Nucleus (Nucleolus)
RPF2,0.034083336,0.030549612,0.031961348,0.034127179,0.181386132,0.168145628,0.079521939,0.086080811,0.162910806,0.191233208,Nucleus (Nucleolus)
RPGR,0.326220024,0.26755812,0.064721955,0.06020363,0.033536353,0.035826044,0.064775381,0.060623407,0.044702416,0.041832669,Cytosol_1
RPGRIP1L,0.096335991,0.0941402,0.075554394,0.080904457,0.081444691,0.08184551,0.094305755,0.097529735,0.15454189,0.143397377,unknown
RPIA,0.16477962,0.190787781,0.158079991,0.148200566,0.067455795,0.064698746,0.06491012,0.05868838,0.039775025,0.042623975,unknown
RPL10,0.09329677,0.09656133,0.053051275,0.054400627,0.066361974,0.069583007,0.096065117,0.0938191,0.199242622,0.177618177,"Nucleosol, Ribosome"
RPL10A,0.068059047,0.07159944,0.037491627,0.0404753,0.071312381,0.073043433,0.066006141,0.067980758,0.245687593,0.258344279,unknown
RPL11,0.065265707,0.062057336,0.048583906,0.047035932,0.082604748,0.08539802,0.06183249,0.068154106,0.234401349,0.244666407,"Nucleosol, Ribosome"
RPL12,0.077414829,0.079045907,0.048835884,0.048134345,0.070513439,0.070574824,0.082281756,0.078274214,0.231341255,0.213583549,"Nucleosol, Ribosome"
RPL13,0.104376555,0.093812752,0.033896851,0.033339054,0.058354072,0.057804857,0.076546812,0.072891101,0.244417747,0.224560199,unknown
RPL13A,0.071801921,0.075269005,0.045711234,0.044800686,0.074918795,0.073798121,0.080504653,0.080347059,0.230499838,0.222348687,"Nucleosol, Ribosome"
RPL14,0.060952056,0.065138299,0.040452042,0.03790077,0.070878662,0.069971343,0.076574108,0.076996326,0.254525364,0.24661103,"Nucleosol, Ribosome"
RPL15,0.071560313,0.067301955,0.045467696,0.045178381,0.074552918,0.076731823,0.081252373,0.079841962,0.224445328,0.233667251,"Nucleosol, Ribosome"
RPL18,0.063525722,0.065672945,0.042775174,0.044949126,0.068924963,0.070136674,0.083510041,0.083224933,0.246690069,0.230590353,"Nucleosol, Ribosome"
RPL18A,0.073154128,0.074428347,0.035931227,0.038287659,0.06633793,0.066957584,0.076060394,0.076234945,0.250340374,0.242267411,"Nucleosol, Ribosome"
RPL19,0.077892305,0.073007504,0.056139949,0.060592701,0.062197455,0.065063088,0.072081684,0.069454119,0.234831986,0.22873921,unknown
RPL21,0.073107432,0.077142611,0.038877393,0.039730988,0.060096568,0.06097603,0.086756337,0.081988274,0.253992068,0.227332299,"Nucleosol, Ribosome"
RPL22,0.081003275,0.084881917,0.062721944,0.063825203,0.079494915,0.08214101,0.085700741,0.084338907,0.19664713,0.179244958,unknown
RPL22L1,0.054917666,0.059962529,0.056645124,0.0600055,0.107875829,0.10341538,0.094477294,0.094717935,0.197540307,0.170442435,"Nucleosol, Ribosome"
RPL23,0.098826371,0.1058979,0.045063495,0.044748427,0.132311112,0.133623896,0.134131506,0.131313397,0.086967557,0.087116339,unknown
RPL23A,0.079385996,0.07914165,0.048109816,0.049235549,0.090355348,0.094299777,0.098113306,0.106133063,0.185126361,0.170099134,"Nucleosol, Ribosome"
RPL24,0.109056324,0.10372506,0.046113296,0.046497147,0.07564423,0.078066756,0.093241664,0.093267254,0.181587096,0.172801174,unknown
RPL26,0.171535845,0.138327938,0.057772885,0.059457106,0.048185149,0.051298904,0.068601193,0.067311326,0.177032156,0.160477497,unknown
RPL27,0.056952715,0.055047498,0.040629874,0.042340139,0.074711116,0.075083298,0.072540054,0.072300794,0.257709485,0.252685028,"Nucleosol, Ribosome"
RPL27A,0.055543776,0.056400383,0.036138652,0.036240427,0.076941997,0.080605901,0.076136277,0.075703733,0.245744527,0.260544327,unknown
RPL28,0.087895695,0.089968985,0.030972929,0.034217712,0.052818326,0.054107811,0.085780265,0.082527054,0.254003304,0.227707919,"Nucleosol, Ribosome"
RPL29,0.090103664,0.086013914,0.036902466,0.036325596,0.078066882,0.076775382,0.071549111,0.069827111,0.24935425,0.205081623,unknown
RPL3,0.064670424,0.068608972,0.038869823,0.04023898,0.068093316,0.070991661,0.082922883,0.082851758,0.250697914,0.232054268,"Nucleosol, Ribosome"
RPL30,0.08569074,0.0917545,0.043886359,0.042932119,0.065122533,0.066900889,0.079314682,0.076165691,0.221860768,0.22637172,"Nucleosol, Ribosome"
RPL31,0.076051238,0.074729951,0.052654157,0.055854418,0.067051041,0.07156401,0.079817765,0.079191441,0.237119594,0.205966384,unknown
RPL32,0.066816487,0.064431414,0.046125763,0.047882279,0.09719388,0.09442995,0.058584971,0.065533542,0.166963725,0.292037989,unknown
RPL34,0.04423797,0.04433331,0.034539246,0.036272708,0.076662391,0.07611635,0.061399251,0.054890098,0.278584801,0.292963875,"Nucleosol, Ribosome"
RPL35,0.084164246,0.086894699,0.048956234,0.053361597,0.082384654,0.085280853,0.081023789,0.077045877,0.206240786,0.194647266,unknown
RPL35A,0.087578894,0.083868386,0.04786373,0.046863348,0.063251423,0.065443169,0.087460667,0.083868386,0.220074938,0.213727059,"Nucleosol, Ribosome"
RPL36,0.067243751,0.057115572,0.04190578,0.041993394,0.077590965,0.076951383,0.066367611,0.066166099,0.244846106,0.25981934,"Nucleosol, Ribosome"
RPL36AL,0.110819209,0.102920383,0.058215651,0.059489937,0.083291148,0.085804807,0.111613455,0.103644806,0.154406759,0.129793845,unknown
RPL37,0.091865977,0.08261089,0.048357154,0.051367085,0.087972893,0.092559883,0.072634861,0.070156625,0.198421138,0.204053494,unknown
RPL37A,0.069685286,0.07712723,0.046113153,0.045593114,0.077342419,0.077172061,0.086218955,0.090935174,0.220147046,0.209665561,"Nucleosol, Ribosome"
RPL38,0.054454001,0.056478347,0.04638314,0.039841588,0.178009777,0.182553504,0.097371887,0.102755408,0.123599975,0.118552372,unknown
RPL3L,0.060118966,0.054540297,0.047741026,0.042978958,0.073433847,0.069600124,0.080671503,0.079829116,0.266753198,0.224332967,"Nucleosol, Ribosome"
RPL4,0.053229575,0.055477085,0.035675897,0.033988043,0.074629783,0.073776972,0.061890929,0.062681555,0.261715037,0.286935124,"Nucleosol, Ribosome"
RPL5,0.067321588,0.06817275,0.057754883,0.064493248,0.066816211,0.069343098,0.083014886,0.081321429,0.226347008,0.215414897,unknown
RPL6,0.069306155,0.069158195,0.040758599,0.042673374,0.06603363,0.066895279,0.083962888,0.08021167,0.248041707,0.232958502,"Nucleosol, Ribosome"
RPL7,0.0678668,0.068576459,0.044843291,0.045651764,0.070894081,0.072007977,0.085374727,0.083021173,0.232525759,0.229237969,"Nucleosol, Ribosome"
RPL7A,0.059615251,0.057078062,0.040308286,0.039422008,0.095049006,0.095726748,0.059128667,0.060127902,0.214601001,0.27894307,"Nucleosol, Ribosome"
RPL7L1,0.054133602,0.056712219,0.047335429,0.050912501,0.176630954,0.156687909,0.068138012,0.073599125,0.150306482,0.165543767,Nucleus (Nucleolus)
RPL8,0.058149733,0.059395173,0.043835953,0.043590373,0.078848583,0.082848021,0.07153382,0.073375667,0.226608546,0.261814131,unknown
RPL9,0.06760075,0.072740554,0.041972136,0.043626731,0.064837225,0.065180465,0.077660333,0.075662498,0.256990222,0.233729087,"Nucleosol, Ribosome"
RPLP0,0.047775573,0.04984745,0.030011627,0.028796475,0.06675467,0.069123779,0.059734765,0.064123299,0.279275105,0.304557256,"Nucleosol, Ribosome"
RPLP1,0.055188011,0.054315288,0.041505964,0.045109466,0.086690502,0.08447585,0.049426161,0.036795135,0.192609067,0.353884557,unknown
RPLP2,0.074074074,0.08934125,0.051676915,0.055493709,0.048690628,0.051915465,0.082396805,0.077184054,0.25413486,0.215092239,"Nucleosol, Ribosome"
RPN1,0.045680737,0.045762913,0.037006601,0.037152692,0.102692634,0.103852229,0.18916007,0.181837273,0.130376823,0.126478027,"ER, peroxisome"
RPN2,0.041126592,0.0410799,0.035234022,0.034048037,0.108727728,0.108625005,0.182921818,0.173032386,0.136434948,0.138769564,"ER, peroxisome"
RPP14,0.036235636,0.042098143,0.112189337,0.063168092,0.101332843,0.094251069,0.081565673,0.062925909,0.175190406,0.231042892,unknown
RPP25,0.069221133,0.063475468,0.099221039,0.110976104,0.066621455,0.068844368,0.091290137,0.080608852,0.199308636,0.150432809,unknown
RPP25L,0.08258988,0.084008797,0.09208776,0.102099998,0.073207286,0.072710665,0.077428566,0.071965733,0.167680602,0.176220713,unknown
RPP30,0.038272537,0.035999558,0.087090956,0.093146096,0.074989877,0.079020503,0.053161924,0.062428682,0.237052306,0.23883756,unknown
RPP38,0.048263133,0.044397308,0.088353856,0.0931012,0.084717593,0.086397987,0.073395591,0.074424029,0.194586008,0.212363296,unknown
RPP40,0.038938731,0.03773444,0.090256449,0.093486561,0.073723125,0.076691842,0.062959194,0.064434217,0.220245152,0.241530289,unknown
RPRD1A,0.042779372,0.043312734,0.159723755,0.162427352,0.136954683,0.127804752,0.07187523,0.077530714,0.081935555,0.095655852,unknown
RPRD1B,0.064268203,0.065192435,0.184564346,0.189311982,0.107006654,0.106831537,0.074473674,0.076215122,0.065873448,0.066262599,unknown
RPRD2,0.06209287,0.061145029,0.14151636,0.146887458,0.121342217,0.12266176,0.093464544,0.09930027,0.074061684,0.077527808,Nucleosol
RPS10,0.076463539,0.0751853,0.067258444,0.066157738,0.062473925,0.063858684,0.066353025,0.065145799,0.235746305,0.221357241,unknown
RPS11,0.076684919,0.07498651,0.049085778,0.049881908,0.077967571,0.080400188,0.075729564,0.076056861,0.21860819,0.220598512,unknown
RPS12,0.111829123,0.114073497,0.084185207,0.084862754,0.061631364,0.060335555,0.062927172,0.060581166,0.17660261,0.182971551,unknown
RPS13,0.056055686,0.056258085,0.041324569,0.041236569,0.095761064,0.095778664,0.05001012,0.052289307,0.225973935,0.285312002,unknown
RPS14,0.098587714,0.093023889,0.077702948,0.081551336,0.074998185,0.074362838,0.083811356,0.084591926,0.172297052,0.159072756,unknown
RPS15,0.061769882,0.060691009,0.057693158,0.061796411,0.066660182,0.063450093,0.055084409,0.057250997,0.245222451,0.270381408,unknown
RPS15A,0.087149873,0.095941919,0.075340494,0.084773143,0.101939449,0.100184754,0.100890345,0.100704663,0.125363241,0.127712119,unknown
RPS16,0.061243136,0.059655286,0.063194685,0.065962335,0.069386415,0.070379931,0.069359803,0.06944851,0.23556963,0.235800268,unknown
RPS18,0.079607308,0.082670164,0.063125371,0.066763073,0.058894857,0.063278064,0.073490578,0.070706163,0.23219322,0.209271202,unknown
RPS19,0.064800252,0.068044758,0.070111895,0.07185548,0.0644767,0.068467173,0.06711904,0.072412708,0.220976947,0.231735047,unknown
RPS19BP1,0.048806258,0.047785206,0.036038676,0.039918671,0.180646192,0.17908354,0.138614389,0.146241199,0.091512843,0.091353026,unknown
RPS2,0.059768517,0.06556895,0.044853118,0.045806492,0.082747499,0.079985388,0.065684781,0.074113674,0.22910374,0.252367842,unknown
RPS20,0.068496635,0.072202592,0.095101414,0.102722244,0.087453335,0.090705131,0.06915971,0.071748431,0.172999192,0.169411316,unknown
RPS21,0.111201276,0.109250057,0.156881696,0.173202644,0.055664463,0.062530203,0.064089355,0.064089355,0.10605881,0.09703214,unknown
RPS23,0.082065923,0.093859509,0.062018606,0.059225857,0.105564153,0.104612484,0.114662824,0.116761834,0.13133038,0.129898429,unknown
RPS24,0.083975787,0.090225307,0.047887372,0.048433778,0.07036686,0.07260371,0.097183447,0.097601789,0.213132529,0.178589419,unknown
RPS25,0.069746991,0.068180569,0.063087408,0.063105729,0.083267684,0.083634099,0.070827913,0.070653867,0.202654673,0.224841068,unknown
RPS26,0.05776013,0.056154733,0.032739849,0.032919175,0.14094189,0.132300073,0.074411853,0.085615473,0.185500192,0.201656633,unknown
RPS27,0.116762159,0.121376457,0.052494019,0.05755953,0.104289935,0.108495586,0.137696767,0.130238973,0.089553128,0.081533445,unknown
RPS27A,0.1228773,0.112835466,0.08100826,0.090651257,0.066251285,0.069255858,0.08339242,0.082603609,0.138626937,0.152497607,unknown
RPS27L,0.07898048,0.077058176,0.052741031,0.05557206,0.119576045,0.122249795,0.14718732,0.138886462,0.107745137,0.100003495,unknown
RPS28,0.090718104,0.097243783,0.105052289,0.11872647,0.057968859,0.061454799,0.079516616,0.076876598,0.163987915,0.148454567,unknown
RPS29,0.081356366,0.089195991,0.064056302,0.067886543,0.054263169,0.053793986,0.074992536,0.069660909,0.240452122,0.204342077,unknown
RPS3,0.07926521,0.080763676,0.085620148,0.087272071,0.066185232,0.067069868,0.070283445,0.068487092,0.200893663,0.194159596,unknown
RPS3A,0.093316095,0.092997308,0.073090819,0.077828351,0.058222939,0.06004711,0.067990224,0.067007297,0.223009351,0.186490507,unknown
RPS4X,0.059541022,0.059383297,0.041998545,0.044785013,0.088430903,0.091751882,0.089429826,0.096615056,0.223907538,0.204156918,"Nucleosol, Ribosome"
RPS5,0.084719752,0.086001607,0.067992453,0.069518041,0.061041552,0.060770738,0.065925237,0.065500961,0.218989501,0.219540157,unknown
RPS6,0.073942895,0.075277899,0.054399157,0.057550494,0.06932941,0.071182069,0.09347755,0.092215199,0.21552601,0.197099317,unknown
RPS6KA1,0.267232469,0.285861946,0.08314222,0.07203075,0.050744533,0.051261346,0.052254595,0.050534578,0.043993669,0.042943894,Cytosol_3
RPS6KA2,0.110532846,0.127944642,0.084369353,0.066707747,0.152076342,0.138186875,0.062152867,0.070604791,0.085809927,0.101614609,unknown
RPS6KA3,0.212536946,0.228357622,0.106866447,0.113538125,0.058003451,0.057849686,0.055705524,0.055714066,0.058797902,0.05263023,unknown
RPS6KA4,0.069673041,0.076339831,0.135490254,0.136072789,0.092983689,0.098651847,0.100112808,0.104347746,0.0917354,0.094592595,unknown
RPS6KA5,0.056863496,0.058451079,0.16427751,0.162764636,0.089399613,0.099130565,0.09916792,0.100988971,0.078566693,0.090389518,unknown
RPS6KB1,0.22791052,0.215310684,0.088424895,0.091899268,0.07114512,0.074292986,0.059976893,0.057549018,0.060948043,0.052542572,Cytosol_1
RPS6KB2,0.146888768,0.14699786,0.103881173,0.083010951,0.101103512,0.10153149,0.075634624,0.076549322,0.08066966,0.08373264,unknown
RPS6KC1,0.155321034,0.174622238,0.117493739,0.120236453,0.056148958,0.056438562,0.104768232,0.104035706,0.055067205,0.055867873,unknown
RPS7,0.068874019,0.072672252,0.053308367,0.054266799,0.104744241,0.113920344,0.091006709,0.092036136,0.184152142,0.165018991,"Nucleosol, Ribosome"
RPS8,0.064304416,0.064649377,0.044199335,0.044747736,0.061553566,0.061827767,0.067550594,0.06836435,0.267699193,0.255103665,"Nucleosol, Ribosome"
RPSA,0.041635104,0.04356491,0.187993724,0.121857303,0.112505862,0.104525124,0.042545901,0.033086246,0.122019623,0.190266205,unknown
RPTOR,0.086711523,0.088307657,0.067884197,0.06775192,0.073792538,0.071455657,0.127699539,0.117884637,0.147232339,0.151279994,unknown
RPUSD1,0.193306196,0.155602155,0.129871305,0.086970108,0.08363143,0.100308375,0.053155709,0.051642613,0.064873977,0.080638132,unknown
RPUSD2,0.070369113,0.067643207,0.233952563,0.253092108,0.06027065,0.067041762,0.060047534,0.05708881,0.066081389,0.064412863,unknown
RPUSD3,0.020449174,0.02677868,0.03780884,0.034444907,0.198498623,0.18212158,0.109797013,0.105813408,0.130317006,0.153970769,unknown
RPUSD4,0.042536237,0.034966229,0.053378994,0.052629582,0.145556652,0.136535251,0.104320027,0.10318168,0.151684754,0.175210594,unknown
RQCD1,0.065484348,0.072832516,0.110420874,0.092821336,0.111502813,0.111196264,0.073355453,0.078097952,0.136594778,0.147693667,unknown
RRAGA,0.076827651,0.0786414,0.094956581,0.051666168,0.101013817,0.090362322,0.057903067,0.064670403,0.160431193,0.223527399,unknown
RRAGB,0.099719775,0.100300422,0.095899287,0.061927242,0.126118166,0.133388873,0.049523281,0.055321333,0.147450624,0.130350997,unknown
RRAGC,0.116365915,0.121387978,0.071536494,0.07551122,0.056384458,0.055397215,0.145511049,0.130187319,0.113541541,0.114176811,unknown
RRAS,0.053419302,0.051652707,0.055589433,0.059086751,0.120307764,0.113528346,0.139794107,0.136978317,0.132745664,0.136897609,"ER, Mitochondrion"
RRAS2,0.031854675,0.034647971,0.053710829,0.055153724,0.13383773,0.134457435,0.162982352,0.15849643,0.115376078,0.119482778,"ER, peroxisome"
RRBP1,0.046802358,0.045301461,0.046555259,0.050728484,0.083363839,0.084160047,0.208459933,0.190174617,0.125992971,0.118461032,"ER, Mitochondrion"
RREB1,0.052275221,0.044764003,0.046896047,0.048501771,0.213017065,0.216139305,0.132195648,0.141714021,0.052070045,0.052426873,Nucleus (Nucleolus)
RRM1,0.335002669,0.305645389,0.082208233,0.073110616,0.039326195,0.041351377,0.031900531,0.031319665,0.029451474,0.030683852,unknown
RRM2,0.271536315,0.269819368,0.08853644,0.083126882,0.050591131,0.04681228,0.052347278,0.053727107,0.041826079,0.04167712,Cytosol_3
RRM2B,0.25720684,0.284625407,0.102312704,0.095423453,0.052019544,0.051400651,0.046237785,0.04262215,0.033241042,0.034910423,Cytosol_4
RRN3,0.063446061,0.073360909,0.083383431,0.079417491,0.120297176,0.130005653,0.084460157,0.094401924,0.124792506,0.146434692,unknown
RRP1,0.050725986,0.046402849,0.035382394,0.039324598,0.170081768,0.170976515,0.11236612,0.121986871,0.126416315,0.126336585,unknown
RRP12,0.063567421,0.06209159,0.045448484,0.047671121,0.156944852,0.159043021,0.079730439,0.08397123,0.137732377,0.163799465,Nucleus (Nucleolus)
RRP15,0.043312525,0.045708091,0.045034884,0.044728881,0.153254997,0.147449684,0.071289933,0.083871024,0.167060099,0.198289881,unknown
RRP1B,0.043035209,0.047834808,0.036990938,0.038172929,0.167153193,0.158655396,0.083106487,0.091908736,0.155566102,0.177576203,unknown
RRP36,0.047477043,0.045221461,0.025563262,0.033960447,0.195331706,0.195264123,0.121750737,0.144103807,0.092664712,0.098662702,Nucleus (Nucleolus)
RRP7A,0.044205819,0.043349292,0.034765988,0.038669949,0.197902861,0.192763698,0.091963972,0.094813052,0.123412044,0.138153327,Nucleus (Nucleolus)
RRP8,0.045265465,0.046419466,0.045041821,0.047430335,0.174942971,0.162383146,0.088169253,0.095907322,0.136950396,0.157489824,unknown
RRP9,0.044155383,0.039573807,0.041580466,0.042068812,0.178512764,0.170956715,0.10490566,0.11654606,0.125309656,0.136390677,unknown
RRS1,0.032421003,0.032077637,0.029448174,0.03177945,0.176553506,0.165348923,0.072965329,0.080410955,0.179571515,0.199423506,Nucleus (Nucleolus)
RSAD1,0.065545047,0.071819758,0.096019595,0.100551331,0.108569017,0.110688108,0.15015274,0.142199268,0.074021411,0.080433726,unknown
RSBN1,0.047322392,0.049289204,0.116334596,0.120853688,0.074857749,0.079276213,0.067704045,0.071097938,0.188557733,0.184706442,"Nucleosol, Ribosome"
RSBN1L,0.042010385,0.04137512,0.121740812,0.135127421,0.077170951,0.079730426,0.072650438,0.075882006,0.183352361,0.17096008,"Nucleosol, Ribosome"
RSF1,0.048582631,0.041786471,0.036017847,0.037604218,0.209572311,0.202037045,0.155689756,0.162071297,0.052449412,0.054189013,Nucleus (Nucleolus)
RSL1D1,0.039692735,0.034633254,0.033084612,0.036877024,0.184693087,0.177847388,0.093692806,0.102192735,0.139386527,0.157899831,Nucleus (Nucleolus)
RSL24D1,0.067338402,0.055144762,0.033716934,0.034558772,0.128315282,0.124340415,0.085693953,0.091491356,0.189691384,0.189708741,unknown
RSPH4A,0.084698427,0.090805049,0.094050527,0.09806467,0.148745367,0.147933997,0.090173035,0.100122987,0.061800728,0.083605213,unknown
RSPRY1,0.039682823,0.045870986,0.038477337,0.039325642,0.136505697,0.137657606,0.164669429,0.178983463,0.10674358,0.112083438,Plasma Membrane
RSRC1,0.051975681,0.048215972,0.105546946,0.114606927,0.119228618,0.127389937,0.125941073,0.126234514,0.091186692,0.089673639,unknown
RSRC2,0.059578073,0.052966472,0.0890264,0.090297154,0.095536709,0.09771909,0.183531773,0.179157804,0.078114497,0.074072028,unknown
RSU1,0.217435114,0.213740522,0.09380904,0.078056645,0.0771246,0.077292536,0.050817428,0.054873082,0.068249183,0.068601849,unknown
RTCA,0.145326943,0.142626193,0.168292822,0.160818213,0.070799574,0.06943969,0.058189737,0.056183194,0.063905055,0.064418578,unknown
RTCB,0.074539135,0.076258849,0.124647413,0.132545359,0.099333952,0.104201925,0.10841477,0.11201798,0.088415133,0.079625485,unknown
RTF1,0.075277292,0.068515916,0.197570843,0.230864924,0.074565069,0.07868647,0.086929271,0.080528755,0.055496467,0.051564993,unknown
RTFDC1,0.155636109,0.14934878,0.175478521,0.203695042,0.06082248,0.064456357,0.061551054,0.059392315,0.03520544,0.034413902,unknown
RTKN,0.196226292,0.199735006,0.084315474,0.081101197,0.082687888,0.078475795,0.079947983,0.074492709,0.0637212,0.059296458,unknown
RTKN2,0.139692534,0.169570899,0.109463382,0.112006595,0.072095695,0.075200168,0.106806163,0.100939235,0.058055407,0.056169922,unknown
RTL1,0.093786544,0.08436198,0.078272394,0.050986201,0.072356055,0.07802985,0.155730534,0.181370893,0.105307381,0.099798169,unknown
RTN1,0.102958364,0.085683971,0.056390448,0.066743479,0.135509487,0.120274202,0.098333071,0.101557514,0.104541574,0.128007891,unknown
RTN2,0.068527596,0.064369368,0.094161848,0.096832898,0.089573121,0.091363605,0.117888207,0.11775123,0.131116264,0.128415862,unknown
RTN3,0.046256809,0.048165138,0.043909475,0.048532468,0.076297305,0.076386898,0.121228139,0.118504515,0.213025014,0.207694237,"Golgi, Endo/Lyosome"
RTN4,0.047293076,0.049764775,0.045437004,0.047881138,0.091232358,0.091847986,0.097305939,0.100292193,0.211206263,0.217739268,"Golgi, Endo/Lyosome"
RTN4IP1,0.057351192,0.056630133,0.08021776,0.091466272,0.109456682,0.107509824,0.203789162,0.179047842,0.058973573,0.055557558,unknown
RTN4R,0.039084607,0.04028721,0.03022425,0.029835173,0.093661573,0.096800722,0.229582272,0.228193973,0.106341964,0.105988257,unknown
RTN4RL2,0.02643676,0.031844279,0.033847064,0.029831957,0.107129914,0.098193679,0.185543708,0.171657734,0.15975547,0.155759437,unknown
RTP4,0.06273849,0.062890054,0.055980529,0.056863165,0.119601655,0.113200314,0.114626796,0.117453015,0.138350986,0.158294997,unknown
RTTN,0.122666229,0.121706345,0.097103918,0.074948763,0.103243715,0.097406584,0.079851953,0.078658584,0.094518285,0.129895623,unknown
RUFY1,0.129060238,0.131892447,0.079000938,0.080824173,0.056405218,0.058653284,0.142938063,0.131954401,0.097888234,0.091383003,unknown
RUFY2,0.087470406,0.091868512,0.070970679,0.073001275,0.062028774,0.063012202,0.161628119,0.160854125,0.116153706,0.113012202,unknown
RUFY3,0.188316488,0.185282591,0.08836118,0.103186881,0.06371184,0.061571782,0.091395077,0.089658966,0.067106711,0.061408485,Cytosol_1
RUNDC1,0.184824548,0.192971997,0.082807558,0.075123785,0.069501714,0.066413301,0.07219269,0.073169722,0.085713813,0.097280872,unknown
RUNX1,0.058648389,0.056102761,0.124214049,0.139982549,0.127065512,0.13168902,0.11363575,0.120606993,0.06231841,0.065736568,unknown
RUNX2,0.068334929,0.084608984,0.115117247,0.103057089,0.111475938,0.121827275,0.096508101,0.096848076,0.105275872,0.09694649,unknown
RUSC1,0.077094178,0.091602983,0.050965408,0.053623509,0.067301658,0.061394765,0.075008307,0.07648503,0.224692657,0.221831506,unknown
RUSC2,0.13598104,0.119155499,0.05961696,0.05196661,0.068260635,0.06691006,0.098069115,0.097363331,0.150584668,0.152092083,unknown
RUVBL1,0.168984719,0.182077924,0.098336322,0.097898738,0.07097444,0.071146042,0.063561249,0.062205596,0.09392616,0.090888811,unknown
RUVBL2,0.185859104,0.191214338,0.097600411,0.099602207,0.062500535,0.062663074,0.063552761,0.062038582,0.090414475,0.084554515,unknown
RWDD1,0.330396654,0.304911334,0.095319616,0.105906199,0.040157951,0.039245454,0.024653574,0.023296941,0.016142317,0.01996996,Cytosol_4
RWDD2A,0.173686733,0.177875638,0.093882711,0.105829767,0.063139283,0.060115339,0.083877258,0.082026538,0.085496637,0.074070096,unknown
RWDD2B,0.240758802,0.226681163,0.110206888,0.108096441,0.042456752,0.059748025,0.054927573,0.054975538,0.053264797,0.048884021,Cytosol_3
