SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
KIF1B,0.243853056,0.255458551,0.069365707,0.070596715,0.053605559,0.054229162,0.06259516,0.057209498,0.068053711,0.065032881,unknown
KIF1C,0.128119351,0.129504231,0.075439969,0.080718699,0.082058615,0.084342767,0.073506533,0.07049397,0.137525742,0.138290123,unknown
KIF20A,0.089201712,0.09230538,0.08664627,0.094551339,0.130230255,0.125720652,0.109574506,0.109265023,0.081500018,0.081004846,unknown
KIF20B,0.048293538,0.047843878,0.091433967,0.10388057,0.089194658,0.096659022,0.104573047,0.107513827,0.155672467,0.154935024,unknown
KIF21A,0.21963187,0.261470982,0.104047377,0.105702851,0.055970372,0.055236502,0.052454624,0.052625291,0.047795404,0.045064726,Cytosol_3
KIF22,0.044873883,0.049270799,0.082980494,0.085405132,0.176555206,0.189040278,0.107199725,0.1171335,0.077923135,0.069617848,Nucleus (speckles)
KIF23,0.070047487,0.067852343,0.066553176,0.069052952,0.154529164,0.154815877,0.127291461,0.120365559,0.085081982,0.084409999,unknown
KIF24,0.150189983,0.161700738,0.087306363,0.090762168,0.068299434,0.070826814,0.095395698,0.0934099,0.090057253,0.092051648,unknown
KIF26A,0.039510907,0.031729107,0.048565311,0.053440759,0.22652347,0.223101198,0.074283945,0.079262578,0.106468783,0.117113941,unknown
KIF27,0.172212508,0.194178389,0.098485442,0.102374055,0.066532697,0.076232482,0.077415594,0.079677428,0.064470948,0.068420457,unknown
KIF2A,0.07509566,0.076528299,0.130279455,0.125963404,0.095361152,0.099387048,0.076745915,0.0788042,0.120849428,0.120985438,unknown
KIF2C,0.140722813,0.156609405,0.145062964,0.147756224,0.070124836,0.073145654,0.072636119,0.068568933,0.061717499,0.063655554,unknown
KIF3A,0.257290348,0.278609188,0.089601999,0.090073545,0.048056321,0.045020227,0.050488505,0.050083141,0.048081139,0.042695588,unknown
KIF3B,0.231485418,0.259475049,0.100389254,0.106373934,0.048735966,0.052570162,0.056254324,0.053053604,0.04869429,0.042968001,Cytosol_3
KIF3C,0.154457349,0.158487438,0.113741986,0.119156591,0.075187174,0.082859335,0.084323218,0.07509017,0.066659612,0.070037126,unknown
KIF4A,0.056283321,0.054512567,0.177941736,0.192288652,0.090298934,0.100647372,0.072143945,0.075552171,0.090298934,0.090032369,Nucleosol
KIF4B,0.066241099,0.068886837,0.110579399,0.131150452,0.08735373,0.099348332,0.113083083,0.101967434,0.11099668,0.110392954,unknown
KIF5A,0.111183258,0.14041153,0.072917124,0.084464529,0.077883561,0.099627078,0.109796867,0.104926951,0.106392313,0.092396788,unknown
KIF5B,0.296770072,0.274100691,0.085758774,0.085998323,0.042607897,0.043558111,0.049339242,0.046520541,0.038160259,0.03718609,Cytosol_4
KIF5C,0.133983573,0.132069398,0.09028817,0.092567779,0.091219156,0.080699892,0.087242891,0.088017262,0.117521665,0.086390213,unknown
KIF6,0.064756328,0.05426955,0.188376056,0.285524668,0.060228375,0.073868718,0.090144876,0.075045421,0.055418012,0.052367997,unknown
KIF9,0.191565982,0.170994813,0.069474229,0.075373672,0.085869662,0.083166762,0.075074249,0.07752628,0.081354039,0.089600311,unknown
KIFAP3,0.23939295,0.224184073,0.094133486,0.083224543,0.077251958,0.065347585,0.051509465,0.051395235,0.054585509,0.058975196,unknown
KIFC1,0.05158549,0.047699805,0.147068964,0.147842374,0.092688018,0.096871884,0.084143239,0.086407559,0.122776447,0.12291622,unknown
KIFC2,0.107437053,0.149115866,0.079134773,0.068673424,0.09618444,0.119964018,0.082941172,0.095751326,0.080250872,0.120547055,unknown
KIFC3,0.093971304,0.096003448,0.09485102,0.105126107,0.089212038,0.093663403,0.122729232,0.118928857,0.094683874,0.090830716,unknown
KIN,0.045867023,0.044667466,0.119635188,0.121338376,0.110084518,0.112648457,0.078978454,0.077632386,0.142637377,0.146510755,unknown
KIRREL,0.041115104,0.042609365,0.033689634,0.035880606,0.154743134,0.15951927,0.169016538,0.170758315,0.095926075,0.09674196,unknown
KITLG,0.035532488,0.038082189,0.042791424,0.036957054,0.149624804,0.144588917,0.137683855,0.137683855,0.134353819,0.142701594,unknown
KLC1,0.339492853,0.343823646,0.080180883,0.083241514,0.023849968,0.027002418,0.029450923,0.028785236,0.023689285,0.020483274,unknown
KLC2,0.247326494,0.261124964,0.095225344,0.089518518,0.056591301,0.05866651,0.053235821,0.053152143,0.044198618,0.040960287,Cytosol_3
KLC3,0.201225425,0.218946436,0.117217801,0.108382373,0.067406714,0.061814565,0.058312157,0.059465695,0.053806674,0.053422161,unknown
KLC4,0.239614542,0.229567673,0.103275903,0.10898062,0.055569692,0.054724245,0.05622635,0.055569692,0.052023738,0.044447545,Cytosol_3
KLF10,0.059959129,0.059299927,0.131906318,0.107534679,0.089133526,0.106941397,0.112450442,0.09804217,0.115294428,0.119437983,unknown
KLF13,0.168794691,0.113491758,0.117122672,0.136707343,0.071813316,0.081370156,0.096159281,0.085737529,0.067171912,0.061631342,unknown
KLF16,0.047936393,0.048676867,0.13759846,0.13113783,0.093429225,0.101167171,0.102379696,0.109053212,0.116624552,0.111996594,unknown
KLF3,0.070256123,0.067193264,0.178982903,0.1676892,0.09620983,0.096380515,0.092710773,0.09262543,0.06743981,0.070512152,unknown
KLF4,0.066832807,0.067425723,0.122641072,0.131117926,0.103352758,0.106400719,0.088187065,0.092504238,0.114330977,0.107206715,unknown
KLF5,0.057346185,0.06472045,0.183712174,0.187845813,0.091869896,0.099851778,0.088960698,0.092394657,0.066230287,0.067068062,unknown
KLF6,0.082673015,0.084456314,0.098678778,0.098388882,0.083762321,0.093205896,0.159723808,0.140002108,0.072148919,0.086959959,unknown
KLF7,0.017149719,0.021338613,0.105620635,0.108902088,0.100047664,0.095116317,0.180177455,0.17461365,0.088516746,0.108517113,unknown
KLHDC2,0.054705685,0.047631987,0.241909627,0.131221187,0.133947414,0.115515945,0.03583947,0.039389905,0.086949433,0.112889348,unknown
KLHDC3,0.055163762,0.060818137,0.175886016,0.135032932,0.104619383,0.109601685,0.075263229,0.074528429,0.096608271,0.112478158,unknown
KLHDC4,0.290201533,0.307557682,0.075393398,0.08311998,0.042339526,0.046619334,0.040803381,0.046604049,0.037203757,0.030157359,unknown
KLHL1,0.129148073,0.132145609,0.121442543,0.097657011,0.096293725,0.08902851,0.076284749,0.075200894,0.086513629,0.096285257,unknown
KLHL11,0.151618564,0.165260178,0.126275319,0.118321385,0.074072114,0.07208804,0.071320865,0.078798621,0.070359691,0.071885223,Cytosol_1
KLHL12,0.065792511,0.064283305,0.086344348,0.10219989,0.068482449,0.075992969,0.092958222,0.097903091,0.179764209,0.166279008,unknown
KLHL15,0.054565386,0.063080005,0.05980079,0.077198586,0.22060519,0.204105162,0.093320607,0.093226105,0.059829141,0.074269028,unknown
KLHL18,0.320935772,0.264452654,0.068802294,0.056027976,0.025450022,0.030631054,0.082661367,0.077358963,0.043124701,0.030555197,unknown
KLHL2,0.109606305,0.132592727,0.117884179,0.116347723,0.059075882,0.062891127,0.122536707,0.102208872,0.090391969,0.08646451,unknown
KLHL20,0.180870744,0.192774211,0.111350148,0.117996668,0.057047907,0.044901683,0.109500172,0.088020358,0.050167,0.047371109,unknown
KLHL21,0.130943672,0.126120685,0.11990269,0.104447015,0.111779316,0.101444344,0.076189585,0.086311904,0.073501642,0.069359147,unknown
KLHL22,0.112471182,0.124329027,0.148175214,0.069128714,0.111061812,0.110070033,0.068493627,0.064883205,0.08606725,0.105319936,unknown
KLHL23,0.105577538,0.103797383,0.075905475,0.078276202,0.150056104,0.103476786,0.08350699,0.0850931,0.080166035,0.134144387,unknown
KLHL24,0.231167051,0.192673198,0.104395918,0.095015132,0.064074851,0.063373331,0.073904283,0.066783043,0.058193505,0.050419688,unknown
KLHL25,0.18023164,0.170044749,0.117627446,0.148442573,0.060252698,0.057269457,0.067587962,0.07509871,0.064508204,0.058936562,unknown
KLHL26,0.160115999,0.174838914,0.105986118,0.112721251,0.065669695,0.070165504,0.091554915,0.089006718,0.064897514,0.065043371,Cytosol_2
KLHL36,0.151705037,0.14639153,0.168883083,0.176298421,0.076687358,0.076756109,0.053950263,0.052506482,0.047556376,0.049265341,Cytosol_5
KLHL42,0.150113238,0.159543938,0.184577218,0.217485262,0.053550127,0.05328216,0.047620282,0.057811663,0.03972823,0.036287883,unknown
KLHL5,0.219820269,0.230367587,0.101635599,0.079623804,0.054949033,0.051207994,0.081112175,0.066542234,0.058529168,0.056212137,unknown
KLHL7,0.056305007,0.049198194,0.074072039,0.075665577,0.135780421,0.131173815,0.152979641,0.159408742,0.081233801,0.084182762,unknown
KLHL8,0.090545834,0.09258292,0.084922086,0.088308523,0.095090102,0.089013668,0.086175677,0.089327065,0.135509707,0.148524419,unknown
KLHL9,0.203313454,0.208610982,0.082553142,0.08830046,0.055757313,0.057673086,0.096963084,0.087350903,0.0595722,0.059905377,unknown
KLK10,0.07761371,0.064955721,0.08813537,0.101329795,0.068786056,0.069077802,0.130372587,0.123709497,0.140470745,0.135548717,unknown
KLK5,0.037588443,0.030079968,0.067299897,0.07715765,0.098218234,0.092533903,0.162008034,0.134433962,0.140615787,0.160064121,unknown
KLK6,0.054708223,0.04785588,0.079446655,0.07777962,0.086621353,0.082163646,0.15692234,0.1476201,0.126049956,0.140832228,unknown
KLK8,0.05933916,0.050774655,0.066608928,0.080676062,0.069635812,0.066154021,0.225773999,0.185418471,0.09001041,0.105608482,unknown
KMO,0.08771807,0.087980542,0.095041033,0.077070465,0.096327145,0.077201701,0.184718893,0.157439325,0.063054472,0.073448354,unknown
KMT2A,0.056189882,0.054408621,0.048868899,0.053749555,0.176950481,0.17394015,0.10081938,0.107935518,0.113493053,0.11364446,Nucleus (Nucleolus)
KMT2C,0.066386162,0.06171108,0.091973244,0.096027979,0.086048477,0.09124501,0.096971985,0.09854533,0.151544575,0.159546157,unknown
KMT2D,0.124856911,0.119788782,0.139018131,0.146615708,0.074018685,0.074221779,0.076935859,0.076308113,0.088844577,0.079391455,unknown
KMT2E,0.060255152,0.051254732,0.171241647,0.193298752,0.094116548,0.09455582,0.078938268,0.074760503,0.093368849,0.088209729,unknown
KNOP1,0.040749567,0.03846323,0.036256035,0.038199421,0.130523483,0.128958222,0.15176004,0.161626465,0.139712801,0.133750736,unknown
KNSTRN,0.126677061,0.150509464,0.153247154,0.164098194,0.05915041,0.061851838,0.069185583,0.062477337,0.078758431,0.074044528,unknown
KNTC1,0.223354509,0.242593338,0.095733927,0.089151141,0.055842736,0.057149432,0.052497925,0.050657046,0.064356802,0.068663144,Cytosol_3
KPNA1,0.133469128,0.132243288,0.104887693,0.098491203,0.103081191,0.102141073,0.080481488,0.078066675,0.079237214,0.087901048,unknown
KPNA2,0.147967737,0.162545968,0.086521499,0.086073883,0.099853428,0.095719564,0.076709059,0.080070565,0.082642162,0.081896136,Cytosol_1
KPNA3,0.143136961,0.126231924,0.09696574,0.092148334,0.094371752,0.094777614,0.083237015,0.084772232,0.092810065,0.091548364,unknown
KPNA4,0.193397925,0.162794375,0.093347856,0.09634321,0.08609225,0.085398312,0.072538496,0.070966155,0.065063289,0.074058133,Cytosol_2
KPNA6,0.139386167,0.141443178,0.11421145,0.116208214,0.083864082,0.089320756,0.086205116,0.083941543,0.073251971,0.072167522,unknown
KPNA7,0.074276271,0.082019692,0.06351335,0.067259608,0.103208112,0.106911111,0.123600561,0.118461352,0.13175927,0.128990673,unknown
KPNB1,0.097526533,0.098539012,0.10364581,0.100217594,0.129694924,0.129384076,0.077099338,0.082508104,0.089444469,0.091940139,unknown
KPTN,0.23035995,0.265152468,0.107591952,0.121738447,0.045355234,0.039767369,0.049819239,0.050110028,0.049017605,0.041087708,unknown
KRAS,0.061094036,0.057747063,0.050685422,0.045848811,0.117191183,0.118925952,0.146955669,0.157109724,0.117002621,0.127439519,"ER, Mitochondrion"
KRBA1,0.045878381,0.042733217,0.093466091,0.069911542,0.140130764,0.126618521,0.063048588,0.067663775,0.1489509,0.201598222,unknown
KRCC1,0.047198876,0.08042486,0.060857574,0.062899833,0.147566308,0.140008204,0.159296206,0.15364072,0.077326561,0.070780859,unknown
KREMEN1,0.073493201,0.080562824,0.039689417,0.046527391,0.062373987,0.061413067,0.166985543,0.133799494,0.172364978,0.162790099,unknown
KREMEN2,0.119059178,0.132317737,0.038896794,0.048572863,0.073374069,0.069858542,0.166100276,0.145735331,0.100493848,0.105591362,unknown
KRI1,0.036652162,0.035374429,0.05344139,0.060401905,0.128193215,0.12519099,0.080389932,0.083892527,0.193026975,0.203436475,Nucleus (Nucleolus)
KRIT1,0.07616664,0.082787511,0.086692582,0.084571418,0.090287023,0.087145215,0.12876085,0.124838028,0.114383087,0.124367645,unknown
KRR1,0.041582095,0.040010418,0.052404217,0.053535825,0.147234746,0.148285524,0.086666786,0.092513427,0.170630288,0.167136673,Nucleus (Nucleolus)
KRT1,0.115616011,0.107785444,0.080994191,0.073906259,0.101355543,0.100321495,0.091052661,0.141147606,0.076857997,0.110962793,unknown
KRT10,0.120007912,0.093943862,0.06950713,0.054636506,0.081770449,0.103384101,0.079963318,0.257277975,0.056362721,0.083146027,unknown
KRT13,0.050018735,0.049616611,0.07394511,0.08409874,0.090404774,0.089838145,0.127500708,0.129346823,0.1530173,0.152213053,unknown
KRT14,0.147109644,0.129099204,0.076987777,0.080397875,0.090948154,0.081796656,0.102449237,0.10478968,0.080370448,0.106051325,unknown
KRT15,0.059147692,0.058684679,0.089788285,0.101136653,0.091150089,0.085176308,0.121182409,0.120773868,0.138259433,0.134700585,unknown
KRT16,0.053734606,0.048821255,0.071294094,0.076703371,0.10070991,0.095263897,0.113980549,0.125212376,0.157199666,0.157080276,unknown
KRT17,0.066951251,0.067723356,0.076890991,0.07962442,0.101172357,0.093806299,0.080068158,0.083431695,0.174060828,0.176270645,unknown
KRT18,0.059498908,0.061809812,0.093038975,0.102666216,0.089522383,0.092527471,0.126241083,0.130123035,0.123939314,0.120632804,unknown
KRT19,0.053785975,0.051397263,0.076740696,0.063296422,0.110804259,0.109623223,0.119684228,0.105511797,0.143731186,0.165424951,unknown
KRT2,0.137595804,0.107225934,0.078681779,0.061490413,0.090117976,0.090970594,0.077245304,0.205480849,0.064113139,0.087078209,unknown
KRT3,0.071187104,0.086186037,0.083090172,0.1011138,0.09049178,0.111024126,0.118452423,0.121761796,0.11792755,0.098765212,unknown
KRT31,0.035455529,0.03624538,0.33972365,0.288285829,0.0681027,0.057571355,0.046757223,0.04227165,0.042856725,0.042729959,unknown
KRT5,0.061445169,0.058162727,0.054594077,0.056043003,0.089520334,0.09079038,0.136825065,0.14148488,0.15702058,0.154113785,unknown
KRT6A,0.123043959,0.089950482,0.070480754,0.055903765,0.111571329,0.103658588,0.112533005,0.099347916,0.11526619,0.118244013,unknown
KRT7,0.068427216,0.080478742,0.097159086,0.079040304,0.169588109,0.117767471,0.132446912,0.10589114,0.077094725,0.072106297,unknown
KRT73,0.043073037,0.044910936,0.074735421,0.062767301,0.139819694,0.126553722,0.079360655,0.090570968,0.157554113,0.180654153,unknown
KRT75,0.0607764,0.060992932,0.077172256,0.076427384,0.11043168,0.11407809,0.078142323,0.087877633,0.168973462,0.165127841,unknown
KRT77,0.104278622,0.104235972,0.071250661,0.041916168,0.086681338,0.204002252,0.099203303,0.177431462,0.047622703,0.063377518,unknown
KRT78,0.179876912,0.173046438,0.080870011,0.066431991,0.105946164,0.106521199,0.051924033,0.06270981,0.067519893,0.10515355,unknown
KRT79,0.076103596,0.055873977,0.087023852,0.089818441,0.093004628,0.096635813,0.128515486,0.127073692,0.1250356,0.120914916,unknown
KRT8,0.060684225,0.061453525,0.083763236,0.093782243,0.086016834,0.088442393,0.127568106,0.129088605,0.137976287,0.131224545,unknown
KRT80,0.138056631,0.135500026,0.09161749,0.093289789,0.099208503,0.099427391,0.092904548,0.093648765,0.078212829,0.078134029,Cytosol_2
KRT81,0.214158896,0.225483689,0.079082733,0.080111506,0.071864733,0.072744168,0.067525636,0.067699864,0.051289284,0.070039492,unknown
KRT82,0.013691893,0.025387052,0.150856727,0.414484685,0.056656109,0.076495584,0.079200519,0.085987449,0.051993784,0.045246198,unknown
KRT84,0.090630257,0.07318731,0.081700624,0.071190674,0.110953457,0.111701133,0.09309419,0.086042244,0.120494826,0.161005285,unknown
KRT85,0.140121338,0.098184009,0.139283817,0.190679005,0.0511807,0.079503207,0.11599665,0.106406014,0.04308126,0.035563999,unknown
KRT86,0.257603704,0.299772333,0.09316612,0.104997106,0.039374879,0.04510901,0.057410766,0.038873239,0.032112676,0.031580166,unknown
KRT9,0.146527513,0.143922816,0.066907055,0.103753776,0.066472939,0.062627909,0.117840405,0.115430617,0.072577144,0.103939826,unknown
KRTCAP3,0.083723295,0.083083036,0.045194761,0.052265858,0.091058028,0.102554446,0.166090747,0.148813167,0.12210118,0.105115482,unknown
KSR1,0.198744666,0.214820879,0.069721478,0.072285072,0.069498197,0.07255797,0.079818729,0.076767226,0.07473289,0.071052893,unknown
KTI12,0.217634686,0.217179652,0.102657223,0.090723331,0.075784503,0.078205624,0.054080275,0.055660013,0.052698004,0.05537669,unknown
KTN1,0.0427352,0.042082824,0.034833185,0.036735181,0.090955868,0.090579144,0.203237988,0.195822958,0.132533331,0.13048432,"ER, peroxisome"
KXD1,0.034133659,0.027203264,0.064053905,0.018918557,0.148898995,0.140764768,0.045645304,0.048437526,0.160235082,0.31170894,unknown
L1CAM,0.040051399,0.036593316,0.037216905,0.036999594,0.118604673,0.119927437,0.206965296,0.19535332,0.105320345,0.102967715,unknown
L2HGDH,0.042070192,0.036536127,0.06502527,0.063302934,0.133466979,0.129608192,0.191537021,0.179866542,0.073241664,0.085345079,Mitochondria matrix
L3HYPDH,0.17982795,0.183365099,0.123971909,0.135227253,0.086960628,0.078718728,0.057212521,0.056182283,0.046678343,0.051855286,unknown
L3MBTL2,0.091979888,0.076335878,0.123375575,0.134982073,0.082440595,0.09415476,0.099688842,0.100604012,0.09868754,0.097750837,unknown
L3MBTL3,0.056144087,0.065996852,0.10874155,0.127984073,0.134021669,0.121214927,0.110139828,0.113279007,0.081905732,0.080572275,unknown
LACC1,0.248579636,0.266996763,0.118469498,0.132546182,0.040222497,0.043531391,0.047871834,0.044182061,0.029922872,0.027677268,unknown
LACE1,0.047830002,0.047577886,0.071636953,0.078885287,0.139852332,0.114271565,0.21469476,0.18415271,0.050747344,0.050351162,unknown
LACTB,0.039955261,0.039447713,0.036618606,0.039541703,0.119358234,0.118117563,0.176946068,0.178431115,0.125176232,0.126407504,"ER, peroxisome"
LACTB2,0.179852765,0.177139121,0.092416128,0.088887496,0.06811872,0.077011947,0.115217898,0.101784019,0.046902148,0.052669759,unknown
LAD1,0.114665447,0.123947376,0.138457675,0.154142789,0.078165496,0.08388711,0.084541778,0.087474329,0.066847821,0.067870179,unknown
LAMA3,0.040906792,0.041329839,0.051170276,0.053598197,0.116264312,0.115629742,0.157161907,0.147468616,0.138805352,0.137664965,unknown
LAMA5,0.05797048,0.061879431,0.069005891,0.073440338,0.097640801,0.094755184,0.137477067,0.128101116,0.137025325,0.142704367,"Golgi, Endo/Lyosome"
LAMB1,0.047692222,0.04553159,0.086658099,0.099640516,0.080725674,0.079375279,0.191607063,0.170810982,0.101223737,0.096734838,unknown
LAMB2,0.044657881,0.043504566,0.098986595,0.10094345,0.105367643,0.096377456,0.144693804,0.130107202,0.117250572,0.118110832,unknown
LAMB3,0.040387663,0.041787965,0.052013856,0.055026348,0.117091056,0.115755242,0.158842171,0.150725946,0.133341932,0.135027822,"ER, Mitochondrion"
