,n113,n114,n115,n116,n117,n118,n119,n121,markers
P14152,0.000259381837901976,0.0002893208279682327,0.000338551110883995,0.00020896098690750608,0.0001849427807204541,0.00018558375532298996,0.000173566440815836,0.0018509932912217596,unknown
P14602,0.0003935786957297436,0.00035818888567484895,0.00023686366215030027,0.00022395719865096086,0.00010921898120617406,8.477838768449548e-05,0.00016747764361942525,0.0019036889162124622,unknown
P14824,0.00033774571945001484,0.0003539985400507244,0.00028186858609235456,0.0002599149018313495,0.00015950595435235642,0.00013578241467351163,0.00020965682707857914,0.0017768225967031335,unknown
P17427,0.0008320375126065378,0.0006422866985527865,0.0007410195297861354,0.0006596727818333241,0.0004707934938033238,0.00037365944024947526,0.00042434793188208224,0.0001428656030133692,unknown
P18242,0.0003515612501497764,0.0006872189055719686,0.0007530983604358423,0.0014603795859672456,0.000632198409382506,0.00012533268963645447,9.096400659727728e-05,1.67192334401294e-05,unknown
P19096,0.00046923894795378694,0.0004287940866147846,0.00026829949539590095,0.0002418298548942261,0.00015286573558851913,0.00013984021668709233,0.00018829870829370306,0.0016750398141545698,Cytosol
P19783,0.00014898176387678384,0.00011444091492988268,0.00023032745941261153,0.00035354116673573174,0.0013719551069689279,0.0007953733142051091,0.0005011220703560185,1.9764582719380008e-05,Mitochondrion
P24369,0.00045527375000366347,0.0005283231721650431,0.00035486979681695325,0.0009994590768578422,0.0006922604371751905,0.0005648355569711689,0.0001706770615455562,2.308727208614081e-05,Endoplasmic reticulum
P24547,0.0001753400716119981,0.00014678533682481036,0.0001799757556883468,0.00014006245004805494,0.00013799152044696633,0.0001452794653265164,0.00036877252691357366,0.0020678141508338314,Cytosol
P24668,0.00016441094621642244,0.0007549658273223435,0.0006154681533287599,0.0016451408062459834,0.0005181215831384232,0.00017514461883109915,8.430006540991998e-05,2.8496772622842155e-05,Lysosome
P26040,0.0012751004975819432,0.0012536994525477244,0.00040454101155859535,0.0005765939001767215,0.00024734927014384204,0.00019603883423441895,0.00012306067255669263,0.00015824715533512636,Plasma membrane
P32037,0.0011488747449453173,0.001165205597451897,0.0004768838518750404,0.0007240822074989046,0.0003704899310861246,0.0002654731716632452,6.738717827567796e-05,4.425568977012768e-06,unknown
P39061,0.00046948839936667574,0.0005177502957735169,0.0005679172643012936,0.0007512439822448002,0.000636269852123185,0.00044248485555114386,0.0003297834075663779,0.00025791239517878434,unknown
P39447,0.0010375628129263386,0.0006788922456847348,0.0005228598423136802,0.0005561544318822491,0.0004154785372329655,0.00042654639030417416,0.0003527671575469841,0.00017420055563732001,unknown
P53996,0.00031766151094406045,0.0002533879929934999,0.0003419256408109996,0.000285485359822696,0.00033134880596376375,0.0006967613662089777,0.0012082856315645952,0.000504683068115201,unknown
P57776,0.000244947450952016,0.0002732692768377181,0.00027201853156705525,0.0003157775369939973,0.0002486692136760867,0.00063071601855053,0.00028779610738648696,0.0012322549714653835,unknown
P61255,0.00026502833926871826,0.00028913081675266346,0.00022551537543276623,0.0005172724677402896,0.0004815692814108341,0.0004608331463661474,0.0013057179829800475,0.00036961939908473326,60S Ribosome
P61358,0.0004683367631992525,0.0004180851082882769,0.0002329481765815461,0.0005756006400035392,0.00045154950888998623,0.0004440568215633835,0.0009791685166613893,0.0003416804981200112,60S Ribosome
P62192,0.00015816485021691854,0.0002340300535799988,0.0001704080546169534,0.00019827624375023023,0.00012351491454315095,0.00016544870544893406,0.00019987087220399476,0.0020672537137969827,Proteasome
P62242,0.0001891538040872987,0.0002169010463633295,0.0002088302144039992,0.0003707446962868621,0.000401038266090993,0.0003610176343411951,0.0017104675453575762,0.0005262480581285683,40S Ribosome
P62267,0.0004883192269753081,0.0003048210605083177,0.0004476207318794815,0.0004010758969371934,0.0003624800312650804,0.0003375696583783663,0.0015559776021113825,0.00034233562328278523,40S Ribosome
P62281,0.00037167038290459393,0.00025341077936867493,0.0003317056164693849,0.0003480613384372134,0.0003474334830263145,0.00032550893572120843,0.0017960691314800148,0.00040692322908668556,40S Ribosome
P62830,0.000335972634619032,0.00025666534979044064,0.0004541608689998964,0.00036114212491736145,0.0003288220389234936,0.00036282743569376186,0.0018722186874135839,0.0003209042438244168,60S Ribosome
P62874,0.001363350499748113,0.0008900906461910289,0.0006581946121859473,0.0006313598067591052,0.0003899219594997727,0.00024340362623371823,0.00015473816219501615,4.3902607251143244e-05,unknown
P62918,0.0004369987771432969,0.0003805756278243921,0.0003282571484281017,0.0005050043483324772,0.0004564869843230752,0.0004192932719606532,0.001243663555279139,0.00028331867745741326,60S Ribosome
P70404,0.00017026237737509658,0.00015815254282485882,0.00015694231543726176,0.000364088834941285,0.0011723374154213298,0.000930180706849311,0.0004425188460888232,7.980290532771627e-05,Mitochondrion
P84091,0.0012015847380240981,0.0006514085992163015,0.0004884382926424621,0.0005651101836562098,0.000457294692255835,0.00036134483182311943,0.0002705235055987902,0.0001630855367758307,unknown
P97311,0.00010954831380899733,0.00015558325335284412,0.00013296364894533426,0.00011547291455034056,0.0001073593661820505,0.0002917587603423774,0.00022376442400066302,0.00211147215477451,unknown
Q01320,0.0001727820362071414,0.000189633839199711,0.00019172239420087845,0.00018067227087352746,0.0002091320640250308,0.0017888434394914869,0.0006842260981484504,0.00014185866933326145,unknown
Q02819,0.0004631468508086811,0.0005517155989371738,0.0006803571314878354,0.000776155584338966,0.000488644029800763,0.00042780439406212673,0.00022574478101999542,0.0004075191532245316,unknown
Q03173,0.000670748506353379,0.0007523369689380143,0.0004267886839261877,0.0006506577653420763,0.0003538889449566479,0.00021876647296415987,0.00018379525492887721,0.0006636149704767258,unknown
Q3TJ91,0.0004961299226118702,0.0005559614801728419,0.0004231701485970263,0.00047137539704794786,0.0002990419949909004,0.0011454810668413663,0.0003895276327382574,9.22648749506567e-05,unknown
Q3U0V1,0.0005029652080781798,0.0005312625009306687,0.0004663712632215411,0.00040961833165701413,0.00030920502164729177,0.0003703451899118254,0.0010699877064649984,0.00047801415360508614,unknown
Q3UJB9,0.0003941605756147382,0.0004017504311025535,0.00047253284522959796,0.000436579129755962,0.00038610537413507484,0.0007106795801209107,0.001049404444937162,0.00022090016430547174,unknown
Q5NBX1,0.0008633914456250953,0.0006444413374170106,0.0009266143326216283,0.00047587182170189473,0.0004353592163385214,0.00037998809067976675,0.00040014426502057516,0.0002759774932689252,unknown
Q60605,0.0003069253522359561,0.00037645014281333116,0.0002602113480020717,0.00046916835427754724,0.0005023614369621434,0.0008943798351182551,0.0004249616440349517,0.0004092993708612908,unknown
Q61595,0.00071149516529323,0.0005257886452003933,0.0009372207760879486,0.000599675689885305,0.0005026576698693647,0.0004101378639032641,0.0004610158540272464,0.00021583000644794542,unknown
Q62470,0.0013405462265432234,0.0009926574087528416,0.0005663018953993016,0.0006745677408617742,0.00033680447168866784,0.00020638066883984696,0.00014802240991081142,6.336182626417805e-05,Plasma membrane
Q64133,0.0003075238528988739,0.0003737797040043311,0.00043038194105428113,0.0004909437463495201,0.0009314737379695249,0.0006992566480348984,0.0005251558568251013,6.920366718307756e-05,unknown
Q6A4J8,0.0004048176659459303,0.00042148148674334943,0.00040045877399275316,0.0002896595321274049,0.000199477150749899,0.0003562182332909916,0.0003839982919938648,0.0012730578375771558,unknown
Q6DYE8,0.0013332852664340632,0.0014031858222125692,0.0004606421317842936,0.0006135670680010386,0.00023068474384643203,0.0001529140205948799,8.028074229251201e-05,5.507805343041161e-05,unknown
Q6J1H4,9.778844191897932e-05,9.804256583117616e-05,9.112321402872125e-05,0.00012673576382396425,0.0001869496959310989,0.002156812703033282,0.0005328553313013157,8.013744267056783e-05,unknown
Q6NVG5,0.0008918362725428036,0.0010959976247476332,0.0010051877034883555,0.0009224714990950356,0.0003504709062023648,0.00012225855856756932,0.00010206314567782584,5.247692726396621e-05,unknown
Q6P9P6,0.00036987852071769875,0.00034082025907937154,0.0003225766638330259,0.0003587873590792465,0.00039468944681008805,0.000993004775396662,0.0009451527664367267,0.00016349688175218394,unknown
Q6PR54,0.0001762858537397799,0.00017461748574076197,0.0002621570434474967,0.00019805211026465902,0.00022188737013654903,0.0015228838394785644,0.0010531852598175968,0.00013969661844123588,Nucleus - Chromatin
Q6Y7W8,0.00034920398265494973,0.00030218990963097624,0.00043720824599542517,0.0003148192920762745,0.0003063222356508153,0.00037492116806030104,0.001999206156639641,0.00025716928792142777,unknown
Q6ZPR5,0.0003059476918638196,0.0004618145003639515,0.0003153679169278482,0.0007373149366795862,0.0004592915555484149,0.0009032879816763022,0.0002671002107896204,0.00023446629166329753,unknown
Q6ZQ38,0.0007671582893798533,0.0006026475824790365,0.0002297325061206516,0.00035200404224484683,0.00017048432738719528,0.0002880789495441445,0.00021912892865114366,0.0010984240018120832,unknown
Q7TPV4,0.0003100617347226859,0.0003903876444984688,0.0002393491760570855,0.00042869087529964783,0.00029018002433183995,0.0007872971741256864,0.0006739274534747062,0.0005927375039630621,unknown
Q810A7,0.00030134105772104496,0.0003309927191819266,0.00037587373487392184,0.0003081957578730891,0.0003084868238572852,0.00041760809885571195,0.0013449709246683877,0.0006433472522284008,unknown
Q811D0,0.0009541272705787919,0.0007952032646408434,0.0003622271745061186,0.0006729995121865298,0.0004093778955449309,0.00041551214901348015,0.0002746308252719166,0.00014975627536245706,unknown
Q8BFP9,0.0003482205724843125,0.0003297026078617892,0.0004596596174341338,0.00040729119030280975,0.0008360594642376244,0.0006209394690916767,0.0004979826886157357,0.0003225562947158198,Mitochondrion
Q8BGQ7,0.0004883088231929563,0.00040962841627112796,0.0002826390703664771,0.0002565781790310458,0.00016427459039159795,0.0001342168311959548,0.00012571918013635445,0.0016926673995807295,unknown
Q8BIJ6,0.0002645901937386085,0.00030349975489317503,0.000597729953753275,0.00040649037309515597,0.000926120138491301,0.0006494604034896198,0.00040594960373321534,0.00030302004425022304,Mitochondrion
Q8BP67,0.0007728031424126064,0.0005035452715170274,0.0001958679977870349,0.0005929851690538778,0.00045459581828496547,0.00042333448652417125,0.0006311695362529893,0.0003110928334578631,60S Ribosome
Q8BT07,0.0004681314446144967,0.0005159953832904155,0.0004089930204986161,0.0005685723573204216,0.000383193515700885,0.00048650900481468347,0.0005289015095467783,0.0005340918159423607,unknown
Q8BU30,0.00036867166951245513,0.0003199396734335384,0.0002979311545231475,0.00021483934661203246,0.00014806284008981376,0.00017954899556393988,0.00025330314386219437,0.0017573842008141668,unknown
Q8C2Q3,0.00024049547794892438,0.00021519231365332722,0.0003892138185912846,0.00019441092017472537,0.0002153367457494152,0.0003868538273494887,0.002704897876666194,0.0001482713604707869,Nucleus - Nucleolus
Q8CFA2,0.00014972723468397294,0.00018629784408970163,0.00011871906359141607,0.0004733344314552979,0.0012639899749562215,0.0009264427921734088,0.0001909378882682965,5.80831414892102e-05,Mitochondrion
Q8K297,0.0004777777497016731,0.0005945189024066323,0.00033729792264737606,0.0009211745909285832,0.0006654169377781014,0.0005840823665328673,0.00015273673467193483,5.212887655085432e-05,Endoplasmic reticulum
Q8K411,0.00014583599363450083,0.0001471061620764245,0.00013265282201547343,0.0004144747445269118,0.0013217039165899472,0.0008926700413313163,0.0003130357732447948,3.854391805859628e-05,unknown
Q8VCM8,0.0004275288382585324,0.0004929770540356604,0.00042896927544789216,0.0007486203934689683,0.0006170468112256348,0.0006190289113692849,0.00043780351011761623,0.00011939066247346265,Endoplasmic reticulum
Q8VCW8,0.00016825955564848754,0.00020066590570119153,0.00027567588194053944,0.00041802068859277456,0.0012226844776118786,0.0008206589981671018,0.0003782174307553409,7.329846427842845e-05,unknown
Q91VD9,0.0003540568079775497,0.0004061478792021113,0.0005517544516961818,0.000433032931177994,0.0008495938171403639,0.0007091248780541616,0.0004888494652558519,0.0001273536619530856,unknown
Q91VR2,0.00015598375153028234,0.00013648841289049467,0.00021323078048778772,0.00028653555442222415,0.0013189925587156796,0.0008762406963584466,0.00045995102949805043,5.875101933193857e-05,Mitochondrion
Q91W43,0.00030835783564390416,0.00025562473157892014,0.000317031787702307,0.0003600264410007263,0.0009215473254050732,0.0006110756892384471,0.00039048929546208914,0.0004691599069221135,unknown
Q922B2,0.00023291362309356737,0.00024662547823550956,0.00030539881256799864,0.00025649436210567657,0.00021193735602146146,0.00036329290327431903,0.0005449708187280032,0.0014400342337051268,Cytosol
Q99KE1,0.00014763338332079686,0.00021058641554697272,0.00019007019705248514,0.00038277089338654746,0.0012189055741351296,0.0008163515166973537,0.00042959750498696895,0.00010762626088058805,Mitochondrion
Q99M87,0.00018100485638789768,0.0001627791624997098,0.00021231800250701954,0.00035894448849018145,0.0012021145793550518,0.0006913296715668025,0.0003649976163200398,0.000311706425165527,unknown
Q99MD9,0.00011595243771878307,0.00011066908340002231,0.00012125829946831734,0.00012225383746577239,6.610402845806886e-05,9.682950053651816e-05,8.039857268910202e-05,0.002452184732938103,unknown
Q99MN1,0.0003024433974488799,0.0002816841223033123,0.00023346087501362165,0.0002781614733024285,0.0003412486089307622,0.000276797361133265,0.00019932544792403947,0.0015416300157233642,unknown
Q99P72,0.0006171956994441672,0.0006810443149460483,0.0011643453532688714,0.0009361387639082818,0.000550313754173371,0.000310904155494199,0.00018549567843349632,4.0749669916631126e-05,unknown
Q9CPR5,0.00018703202835981494,0.00033127082853416585,0.00039788558787457373,0.00039640091459506904,0.0011866280093132176,0.0007174800534371987,0.0004120663525946751,7.281815564313839e-05,Mitochondrion
Q9CPV4,0.000222920721425683,0.0002652122174236469,0.0003329794759599772,0.00023038137461683515,0.00028312393299052135,0.00035833420419089496,0.00026435430438530815,0.0015568710538501095,unknown
Q9CWK8,0.0004358711349814083,0.000880531975551452,0.0006980232312124297,0.0007104854948779761,0.00023651557400964472,0.00023904925207350293,0.00022455420905916537,0.0006729594035780139,unknown
Q9D1Q6,0.00021511703835719678,0.00036592411573634954,0.0011152355895580645,0.0009356426380566946,0.0008131821213143694,0.00046983499752504014,0.0003137977009404797,4.605158504855984e-05,Endoplasmic reticulum
Q9D1R9,0.0004314450584398404,0.0003577132434319752,0.00030272284055256126,0.0004984336448900278,0.00045516547613749054,0.0004133231613843219,0.0011903738913243821,0.0003543132787927537,60S Ribosome
Q9D6R2,0.00010837609283717182,9.8466452309102e-05,0.00028178371940123126,0.0002647663342688018,0.0013323842044963066,0.0008333668319654647,0.0006436599151892058,3.448751741752716e-05,Mitochondrion
Q9DB20,5.361617967831336e-05,8.047355498559612e-05,8.353069429008884e-05,0.00036416167705837676,0.0015245323758353102,0.0009207211868677544,0.0002776877588129076,1.5787484438417298e-09,Mitochondrion
Q9DB77,0.00018026604579087535,0.00018988515126445673,0.0001896419648624303,0.00034191852526152853,0.001229306140839815,0.0008631115202712101,0.00046765290408695936,5.787886359992796e-05,Mitochondrion
Q9EP69,0.00045624155034995997,0.0006637129659681987,0.0004574070282532979,0.0009829837088342326,0.0005838372094689226,0.0005078980391078002,0.00020481634914442507,5.497027395095385e-05,unknown
Q9EPE9,0.0005011305653058087,0.0005897271501556012,0.0006261748611700957,0.0005590216667383828,0.00048589016371089103,0.0004609588704395514,0.0007209154530146531,0.00022593311165523678,unknown
Q9ERU9,0.00027789914030241125,0.0002297391567707417,0.0002716232645372516,0.0003422175636437537,0.0003213211355517151,0.0009689621962582052,0.0010836274999993629,0.00033566806113540686,unknown
Q9QXX4,0.0001672505128235571,0.0001750886540950243,0.00019141781285108686,0.0003968907405878807,0.0013271262059233934,0.0008119168734501437,0.0003302464034746901,6.888393841604807e-05,Mitochondrion
Q9QZQ1,0.0010674022655308164,0.000873372989186369,0.0007205405103943918,0.0005525113965795529,0.00030245648789699146,0.00016972567564366793,0.0002120131293744285,0.0004172843717545346,unknown
Q9WTP6,0.0001461097023989533,0.00018056746696653805,0.0001697585071600961,0.0005036542495306457,0.0012329553585906756,0.00084226284365986,0.0002611986044901482,9.441189403679748e-05,unknown
Q9WTQ5,0.0003497521316493573,0.00038736069451244566,0.00037031520307232097,0.0004454708843926582,0.0008020526683644719,0.0005806157401382487,0.00021605974017245463,0.0005140474116888895,unknown
Q9WUA2,0.0003761114069852176,0.0003370467070180869,0.00017911621961408204,0.0003213051598607617,0.0002731321814159018,0.0006941233514114099,0.001004782211284707,0.0006006104150929461,unknown
Q9WUM5,0.00018719670402782433,0.000135904504317403,0.000268893468359939,0.00037060108441065313,0.001237319596999726,0.0007243797498143539,0.0004693979934808774,0.00017308267131506953,unknown
Q9Z2I9,0.00012608201782053977,0.0001397695765691431,0.0002132315944570319,0.00031650565576074764,0.0012954815719182736,0.0008686148238907497,0.00047830733028569856,6.844091332421265e-05,Mitochondrion
A2A7S7,0.00021704112146593167,0.00028063013353921606,0.0002667698463673934,0.00025563907486039436,0.00019163804991910558,0.0003530618157507134,0.00034358631059293733,0.0015887437603326507,unknown
Q3THH1,0.00047592271859671825,0.000568144124712373,0.000841452043517096,0.0008831956839699484,0.0006523939954141033,0.00048658417446945996,0.00022006063808461057,4.578481658316173e-05,unknown
Q3U3J1,0.00017566915314516754,0.00017380544095268178,0.00015881301876735787,0.0003886869290927083,0.0012743771290242114,0.0009036397810823009,0.00025014360223919914,8.939047660812083e-05,unknown
O08709,0.0002976383498294871,0.00029271942499218325,0.0002003896230805442,0.00018457541241642434,9.14534209114402e-05,5.243916817036001e-05,6.343195311049379e-05,0.0021653335663728316,unknown
O09159,0.0006516659070273536,0.0007519184451280067,0.0007639617686453077,0.0009311102177283452,0.000614823837475309,0.00025891644092039393,0.0001691476041180276,7.187452741722502e-05,Lysosome
O35405,0.0007504708922904754,0.0008316566518261326,0.0009674435182913474,0.0009204692735729332,0.0004106357537190427,0.00023455643385004334,0.00018592082384404822,0.00012031014739624842,Lysosome
O35682,0.0012915122880628942,0.0012196399235702945,0.00037983542656539127,0.0006417777630755056,0.0003304833209463052,0.000279251637231169,5.855481433750116e-05,4.539680768882543e-07,unknown
O35887,0.0004233644792436678,0.0005132272463454457,0.0006989654083363662,0.0009193962498533256,0.0006942463731954312,0.0005036492357502126,0.00024654248775690636,4.909625491916313e-05,Endoplasmic reticulum
O55131,0.0003926201641490259,0.00031475583222052313,0.00029555068067370235,0.00031600275899773875,0.00027077885022792995,0.0006359769147372072,0.001179943700357162,0.0005334948728387929,unknown
O70318,0.0015965555855560233,0.001084084407065155,0.0004695722133160167,0.000616835562058243,0.00032016458181613987,0.0001186858857662027,5.897193438634285e-05,6.529562854006916e-05,unknown
O88696,0.0003452114170301014,0.0004352787577249957,0.0002328911274378772,0.0004241137559407403,0.0008138935341059646,0.0005276590093986148,0.00033054212318297404,0.0005065149473140447,Mitochondrion
P07356,0.0008249599644743702,0.000862790162606358,0.0003201119744678527,0.0006533169317630194,0.0002878036056363133,0.00042119100228896623,0.00026048080250123533,0.00033162600611810365,unknown
P08226,0.000691414723419533,0.000751982133937935,0.0004358340888580817,0.0008742250630788322,0.0005913682380485182,0.00045178084607503554,0.00014025706750202634,2.898986368246164e-05,unknown
P09411,0.00022483366790295906,0.00021328194885383432,0.00018685334306842684,9.593777326302937e-05,3.696773647365851e-05,1.6609295479664438e-05,2.267634404962105e-05,0.0024585660938246778,Cytosol
P10639,8.962816249990533e-05,0.00014141643900292253,7.566031991150449e-05,0.00012442723571996807,7.637613036632059e-05,9.991128453557028e-05,5.026748102791287e-05,0.0024625326576179513,unknown
P11440,0.0005023484189328887,0.0004088682358108673,0.00033309358137697257,0.0003474015264092075,0.0002768273156175851,0.0007463544294670724,0.0008254078812435667,0.0004641684944999525,unknown
P12787,0.0001253292014578264,0.00014840805859327327,0.0001112018306606273,0.00043317407148167625,0.0014572581471246249,0.0008526711136863824,0.00019740347607610033,1.9919156579858488e-05,Mitochondrion
P13597,0.0012707555449921585,0.0011190336852340442,0.0005138029241730169,0.000674184831504566,0.00030494198739826534,0.00019890283239024762,8.553792389488513e-05,0.00010890388192113933,unknown
P16125,0.00028751387707260864,0.0002701522919027046,0.00019523675810265224,0.0001921405463088193,0.00015479565325489083,0.00012789429796649531,0.00010915220229246136,0.0020205479026903735,Cytosol
P17809,0.0017242113910689457,0.001109385865890242,0.0005520861471338766,0.0005416925142540043,0.00024272911171512975,0.00019057405817918786,4.963524840035733e-05,2.0001305537433147e-05,Plasma membrane
P17918,7.135389297175292e-05,4.7783598169115036e-05,3.6138323693443535e-05,4.326276333076842e-05,4.660511304257345e-05,0.0003888298741254885,0.0001903892499748476,0.002281000451306115,unknown
P19324,0.000780491073140697,0.0007560771617832159,0.0006474905351882708,0.0005725119084619779,0.0008247137882912856,0.00035458962591400735,8.731351498291492e-05,8.06684212906058e-05,Endoplasmic reticulum
P21107,0.0004162485001169169,0.0008635194317954419,0.00037257648924716877,0.0008280385676517005,0.0002855602228946312,0.00014424741467210965,0.00010909494197743075,0.0007925871979283121,unknown
P22892,0.0005657953879687467,0.0007143243882732127,0.0010582871784450523,0.000862420160149566,0.0003814459676223278,0.0002630207931410679,0.0002705349398652726,0.00029611946201774455,Lysosome
P25976,0.0004975033095105788,0.0005152324114548414,0.0005096238100078019,0.0005590836811442472,0.00045307267531234804,0.0007896859883992258,0.0004590338580834887,0.00017983553591278172,unknown
P26516,0.0005427864081934279,0.0004585213102847018,0.0004640552628658928,0.0002525679816234771,0.0002895649625288269,0.00017231556517367796,0.0001308051195253588,0.001422517821267676,unknown
P27601,0.0015657280291337323,0.0009977072597265762,0.0007195093943565585,0.0005088730623239424,0.00030292554511186114,0.0001782891886249714,0.00013083668707648832,9.087257226312834e-05,Plasma membrane
P28656,0.00034526330357704355,0.00023197380816103127,0.0002460510458956288,0.00027456582548544454,0.00020886378197893223,0.00019337538460047213,0.0001776979855232588,0.0017696485517538646,unknown
P35564,0.00040705542000252123,0.0005127364200853743,0.0008425979874438961,0.0008776815574285679,0.0006517372745230723,0.0005474897700558731,0.00032074920541848886,1.2876244272992608e-05,Endoplasmic reticulum
P35846,0.0019286598275067115,0.0011340357286702758,0.0006470506079831775,0.0004342474434449977,0.0002339340459537741,0.00010201870394027022,6.211289460090238e-05,2.822477032541976e-05,unknown
P41105,0.0010628910281411566,0.0006944327994046649,0.0002975900229836015,0.0003796330625601149,0.0002615695333154983,0.00038554011316437297,0.0008591587500404839,0.000233427134517489,60S Ribosome
P43406,0.0009966852788504846,0.0008306053378484293,0.0006508752165594404,0.0005700354081840283,0.00047522695369798634,0.00031022226353259475,0.00014939188626222845,0.00023090838142217728,Plasma membrane
P45376,0.00021133189393452359,0.0002832163621985898,0.0001373947727416532,0.0001899934602960135,0.00013880800845770676,0.00011719686759342667,8.915578500270736e-05,0.0021141193449650424,unknown
P46460,0.0006754103075690231,0.0006502373431193878,0.000719424739178611,0.0005345508300078935,0.0003666307403128028,0.00044837980615420746,0.0005153300425734229,0.0003216862231515583,unknown
P49312,0.00011396254900328798,0.0001260223881324665,9.879966647332964e-05,0.0002419565376104067,0.0002509652963242566,0.0006972043617973987,0.0018319629415975691,0.0005177692328737839,unknown
P49717,0.0001796920316966428,0.00016523290770487298,0.00020343742218810538,0.00015004989400725234,0.0001341878688504999,0.00036776680715758296,0.0005485173941191487,0.001715363907736602,unknown
P51410,0.0003839446950361022,0.0003227052445774105,0.0002857853347987826,0.00047416925442214457,0.00042961576084857544,0.00038420629441857237,0.001583328921744286,0.0002475681514389805,60S Ribosome
P51863,0.0006988345697348771,0.0010575814339389019,0.0011389576620490429,0.0008623889653123733,0.00041268714106138497,0.00021760659946676753,0.00016030282275215376,3.341043207047077e-05,unknown
P53026,0.00036407544975966555,0.00034405625849131524,0.00031212077615824877,0.0004950970568716724,0.0004413730828645175,0.00041277602694893555,0.0013129130019345252,0.0003464706062069047,60S Ribosome
P54822,0.00043253840427816205,0.00038591432489164045,0.0007691942730870163,0.0005700053480466379,0.00043253217408706503,0.00047059500232009895,0.0009228860848220314,0.00028547655353496797,unknown
P57780,0.0005221529737876758,0.0006091212684628817,0.0005723208581130152,0.0005911157875618354,0.0003002148481501264,0.00013591467830356945,0.00010987958442090289,0.0010504261085976417,unknown
P60335,0.0003195094538439012,0.00028095440745730393,0.0001935235227671554,0.00026983128217941585,0.00021696394603714153,0.0006994525125217992,0.0008428016033667335,0.000863666165796916,unknown
P60843,0.00028776501002599104,0.0002800185870556172,0.0002693757017650331,0.00021348938806552766,0.00020193302273332573,0.00023340483743758904,0.0005537325836631899,0.0015583248749733356,unknown
P62075,7.18113859027695e-05,0.00010613944965490953,0.00013833202208390268,0.0003750616584347306,0.0014020487147125974,0.0009333577683918431,0.00033837656252946034,1.5172232613644384e-05,Mitochondrion
P62264,0.0002586426684902241,0.0002925449492502674,0.00019904167456458722,0.0004640962468456304,0.0004215259896553726,0.00042938130672027396,0.0013491789760509097,0.00048511458917742454,40S Ribosome
P62900,0.0004480633214315798,0.0003862817806423615,0.0002643793814910795,0.0005339500032127798,0.00041684575390716597,0.00044106664884144406,0.0012222903229899443,0.00029284512787545086,60S Ribosome
P62911,0.00016006376971323678,0.00019613384977901351,0.00023382902439069317,0.0004997460180877314,0.0005305274562778682,0.0005185091682087912,0.0014128754241918,0.00034638014296023987,unknown
P62962,0.00045689243289017924,0.000552177457074743,0.00024816900218692443,0.0002600142621257012,0.00012101325199700296,6.134886255962805e-05,8.193385315853189e-05,0.0017578177957610975,unknown
P63325,0.00031545669543396224,0.0003011809461562122,0.0002405274256508076,0.000430021448849561,0.00041073165761973504,0.00041797847980004095,0.0013693723157443029,0.00047097355988698505,40S Ribosome
P70227,0.0006061943296083614,0.0007427268471009228,0.0008624104907936628,0.0005511704208735991,0.0004178203351578351,0.00047691983490790076,0.00036294339744050364,0.00026781824953178864,Endoplasmic reticulum
P70261,0.0010166435360071363,0.0007974690482298654,0.0008265806970920525,0.0006194737493610756,0.00046881259083874873,0.00026652951413089714,0.00016457333944929007,0.0001945658763713337,unknown
P84104,0.0005380112182948291,0.0004193797125060888,0.0002062035047578407,0.0003843602568291066,0.00032877830576729387,0.00042886899243641625,0.0008408062996854925,0.00068377571970619,unknown
P97379,0.00028336531743588145,0.00027840818273763314,0.00031649549842146537,0.00031528353173453387,0.0002999307507941792,0.00039515126614709704,0.0022389755481343064,0.00018570361843849853,unknown
P97384,0.0006446021059268623,0.0006615382100236854,0.00038238220086694234,0.0003878841414687564,0.00021413505650121544,0.00018038309385356148,0.00015003769696033154,0.0011721467810869065,unknown
P97855,0.00036110559189756587,0.0002997784169264713,0.00027851804389838987,0.00033184340701338937,0.0003272642828939508,0.0005293960778111536,0.001807835745624674,0.00022210909527643744,unknown
P97930,0.00037328705771998816,0.00036427842637297653,0.00037928750881298243,0.0003420144154338441,0.0005461618677016406,0.0003798414887351616,0.00029340676857220156,0.0009945218433038115,unknown
Q04736,0.0014830137943269075,0.000990480662348208,0.0005608017305397519,0.0004871540782077106,0.0002849939735858738,0.00020913703312402997,0.00015308646828047628,0.00018029724312267504,unknown
Q07417,0.0001239841982800716,0.00011787496343413044,7.794486184121051e-05,0.00037238572773928944,0.0013968700635951853,0.0009328640308055614,0.00028708467104000807,2.7604384825781527e-05,Mitochondrion
Q2TBE6,0.0008530275410568703,0.0010495387859292182,0.0006052144009535292,0.0007863608656879069,0.0004768347317349168,0.00027843883735328745,0.00011166663685708161,4.746875020519617e-05,unknown
Q3TLP5,0.0001822267722773659,0.00020827296440884468,0.0002183964669666209,0.0003489981229215944,0.00131402165752325,0.0006966686663672182,0.0004536294073458245,0.00012028354885692984,Mitochondrion
Q3U1J4,0.00033640222624581356,0.00033000210072034523,0.00022795096034728576,0.00033285147507030417,0.00023925841439996083,0.0003543598041400505,0.00032625577773536256,0.0013850934956241583,unknown
Q3ULD5,0.0003650068834490776,0.00045364259748382254,0.0003411862703627015,0.0005732521025281917,0.0009348431148015953,0.0006271376887225469,0.00032844631218328815,0.00011484274310167218,unknown
