Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
Q9GZY4,0.000699051,0.02167105,0.016017531,0.024035279,0.026295675,0.03264143,0.08685249,0.125280187,0.101454577,0.06505273,0.003198357,0.007263497,0.008932514,0.011231666,0.024190572,0.197819215,0.078512708,0.119872005,0.030118621,0.018860845,unknown
Q9GZY6,0.002568426,0.054509163,0.039209875,0.040810446,0.063367002,0.078675249,0.084222883,0.072863977,0.049656379,0.025654951,0.029340557,0.044948237,0.05879141,0.067655036,0.088827131,0.067247543,0.052066124,0.042834602,0.022295864,0.014455143,Plasma Membrane
Q9GZZ1,0.261226044,0.003875643,0.013096576,0.011006786,0.011534273,0.015540952,0.033416278,0.041503967,0.059198664,0.053386993,0.001223158,0.005447605,0.006750956,0.008560873,0.020589414,0.115212554,0.060916282,0.164027958,0.060931206,0.052553816,unknown
Q9GZZ9,0.258202635,0.004069495,0.011442168,0.015507463,0.013259289,0.014815104,0.0353857,0.038363394,0.063605531,0.054987646,0.01005688,0.01931082,0.021357663,0.025207983,0.039296806,0.079592429,0.072361185,0.127516744,0.061645661,0.034015403,unknown
Q9H019,0.013432302,0.002044372,0.007952391,0.008925034,0.016232486,0.023368117,0.079315804,0.138660886,0.128932249,0.087981197,0.00347044,0.009770804,0.015747427,0.019703096,0.038566355,0.119086824,0.097437157,0.106781071,0.051102779,0.031489211,unknown
Q9H061,0.00118987,0.001041997,0.004654955,0.006521051,0.010080745,0.014123283,0.062940738,0.146286638,0.201423915,0.060031034,0.00288612,0.005293646,0.007619135,0.013125792,0.02553458,0.209630475,0.07526893,0.101720882,0.033283947,0.017342267,unknown
Q9H078-2,0.003122294,0.00088267,0.006311705,0.006821902,0.016730297,0.01818443,0.088596237,0.154097741,0.120396765,0.079173155,0.001958653,0.007284568,0.011781434,0.018329604,0.030970149,0.180299193,0.091509533,0.101467515,0.037499412,0.024582743,Mitochondria
Q9H082,0.028811428,0.006081024,0.017734717,0.021732434,0.032052865,0.046928911,0.079538703,0.093710179,0.084577665,0.088832074,0.012015968,0.019761984,0.027354513,0.034958173,0.055888052,0.138140497,0.068668414,0.090317689,0.032126591,0.020768117,unknown
Q9H089,0.009916823,0.005339954,0.019816064,0.018096682,0.030978897,0.04583023,0.104382375,0.113825344,0.080251116,0.076493157,0.00456012,0.010191041,0.019104705,0.027903553,0.05792431,0.139310725,0.080411787,0.075091135,0.041653802,0.038918181,unknown
Q9H0A0,0.049930946,0.001373815,0.004505164,0.005509299,0.011234281,0.014620512,0.071380758,0.093994112,0.141335719,0.099844682,0.001455656,0.00258636,0.004624302,0.007426181,0.018781272,0.076952013,0.046532689,0.094262877,0.09903167,0.154617692,Nucleolus
Q9H0B6,0.136294416,0.007454929,0.01136401,0.010721086,0.019917043,0.022448494,0.063854045,0.068277842,0.083240098,0.076428037,0.009017481,0.019424449,0.02367114,0.027999955,0.048738222,0.075397748,0.057163713,0.100368496,0.055138496,0.0830803,unknown
Q9H0C8,0.168196593,0.002656819,0.002675191,0.007034103,0.01097174,0.012618018,0.048323159,0.060793333,0.113379923,0.055062148,0.001787405,0.005603779,0.00744219,0.008667377,0.02297905,0.080996451,0.070354586,0.139938132,0.080079149,0.100440856,unknown
Q9H0D6,0.093037447,0.002730734,0.006306712,0.00848209,0.014742958,0.021056181,0.056470313,0.066873769,0.116626044,0.113700093,0.002072448,0.005850599,0.008606045,0.012480241,0.026830229,0.058085132,0.056462511,0.100193824,0.085670963,0.143721668,Nucleus
Q9H0E2,0.199593396,0.004837287,0.003279214,0.006455973,0.015305399,0.014829266,0.064079346,0.076127162,0.077353928,0.032978803,0.007433706,0.021042981,0.013455259,0.024665421,0.038272064,0.171488863,0.066854888,0.09631307,0.034275628,0.031358344,unknown
Q9H0E3-3,0.048696998,0.00420008,0.005254906,0.009440134,0.018247383,0.025319095,0.051746962,0.06164212,0.129699167,0.151256941,0.002226695,0.007209707,0.009539859,0.017859518,0.032943811,0.041322784,0.068034872,0.1175062,0.109361039,0.088491729,unknown
Q9H0F6,0.199776227,0.005375691,0.002431744,0.011816142,0.013105233,0.017706604,0.047922692,0.062504026,0.089630886,0.049730755,0.014531962,0.029078858,0.029264034,0.037048603,0.047982553,0.060395603,0.075202858,0.097962564,0.061741052,0.046791914,unknown
Q9H0H5,0.007155926,0.005025786,0.011669949,0.014317886,0.020977102,0.030098367,0.056231813,0.076813968,0.117123815,0.164999103,0.004319017,0.009832109,0.014941849,0.019588436,0.034994492,0.057690812,0.063765564,0.110713441,0.109955912,0.069784653,unknown
Q9H0J9,0.028291764,0.004527843,0.009125022,0.01112266,0.023310669,0.026984584,0.059258459,0.09740342,0.154214664,0.097805169,0.006185857,0.010381013,0.022834247,0.024038426,0.042558391,0.075172802,0.074226441,0.091911413,0.072224213,0.068422943,unknown
Q9H0L4,0.074507351,0.002365943,0.005610808,0.004967187,0.011328435,0.016079556,0.056632953,0.086459772,0.138386148,0.106899887,0.005296206,0.005363389,0.006563372,0.010254948,0.023914559,0.041923049,0.052133284,0.052165107,0.066700825,0.23244722,unknown
Q9H0P0,0.061043391,0.001283293,0.002785865,0.004594789,0.009859308,0.013195704,0.074768162,0.125863012,0.133312239,0.076042523,0.003239174,0.010849489,0.014052451,0.015229698,0.031152827,0.158091287,0.087870104,0.122905441,0.033483334,0.020377907,unknown
Q9H0R4,0.420803682,0.001599047,0.00027163,0.002506092,0.003054543,0.005142351,0.013652029,0.01859568,0.023553659,0.008829001,0.004094634,0.016082041,0.009562625,0.016328442,0.02000051,0.181499747,0.080936579,0.122394857,0.037932571,0.01316028,unknown
Q9H0R6,0.016190581,0.001599633,0.008012559,0.006703244,0.013220442,0.016903098,0.065468445,0.140406684,0.140037359,0.06733268,0.001826174,0.006017509,0.00870073,0.01114362,0.02435972,0.205475605,0.087207325,0.122274587,0.036526065,0.020593941,Mitochondria
Q9H0S4,0.02416458,0.001302325,0.007032033,0.005399725,0.012852737,0.016881119,0.074213839,0.094366594,0.141809846,0.121782232,0.004849375,0.006797112,0.014278653,0.015150984,0.029479204,0.079625884,0.047445602,0.095301888,0.095879666,0.111386604,unknown
Q9H0U3,0.002340884,0.002181164,0.007159053,0.010839693,0.015721003,0.024275337,0.099758989,0.139911715,0.132737884,0.072710604,0.003181799,0.005304658,0.008589772,0.013240839,0.025563891,0.218359581,0.062541988,0.110110207,0.029778428,0.015692511,unknown
