Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
Q14790-9,0.310327843,0.00194956,0.00049667,0.003145355,0.009547149,0.007459198,0.023608963,0.035841038,0.071716871,0.035907355,0.011205364,0.018650738,0.026311673,0.027367706,0.033807337,0.085037262,0.076480152,0.122413026,0.05670459,0.042022153,unknown
Q147X3,0.071144286,0.024136089,0.027622289,0.033202086,0.036636003,0.034313422,0.06386193,0.058491001,0.069790438,0.080802455,0.004398031,0.008434967,0.01329029,0.020788475,0.036395003,0.08521442,0.056386361,0.091145995,0.052069745,0.131876714,unknown
Q14807,0.014224726,0.002013933,0.003604763,0.003767059,0.008294728,0.010439607,0.054928699,0.075389553,0.17164755,0.169551319,0.002801838,0.005971879,0.008345032,0.008449569,0.027888512,0.085919508,0.077024488,0.153957795,0.064358054,0.051421389,unknown
Q14814-4,0.083751272,0.001757335,0.005362177,0.005733439,0.012338639,0.012987721,0.041931987,0.060667716,0.170417255,0.107228178,0.002764977,0.005847132,0.009829253,0.011299057,0.032392352,0.064468479,0.077689131,0.146697688,0.079125769,0.067710444,Chromatin
Q14839-2,0.082398788,0.000981795,0.00228652,0.002112064,0.004615707,0.007721587,0.043366755,0.065385189,0.167898607,0.127364216,0.001559531,0.003333616,0.005243679,0.007507675,0.023525444,0.079474979,0.075876435,0.188241283,0.07123899,0.039867139,Chromatin
Q14847,0.230972694,0.033461047,0.021683473,0.024166201,0.03112956,0.025053088,0.03878492,0.033918236,0.0299836,0.019891136,0.053424957,0.057108329,0.062873651,0.064103703,0.056832001,0.082177814,0.040145095,0.043284132,0.027695491,0.023310871,unknown
Q14849,0.016602428,0.004507519,0.003598832,0.006485949,0.009894296,0.015059837,0.0881739,0.14119231,0.159087091,0.055397839,0.001656062,0.005092618,0.01258443,0.022798739,0.044277042,0.21413477,0.070525333,0.082567319,0.027553277,0.018810411,unknown
Q14914,0.371779138,0.001294302,0.011963856,0.001810572,0.003088491,0.00204571,0.013894816,0.032727725,0.042349778,0.020489229,0.002387973,0.006548071,0.017573193,0.019296202,0.034154375,0.14260568,0.06510104,0.124743004,0.057112876,0.029033971,unknown
Q14956,0.005185906,0.003641272,0.015570099,0.020186185,0.032775951,0.042925609,0.096385164,0.108835075,0.096254709,0.059204283,0.001724842,0.005096352,0.008103313,0.012489914,0.020259362,0.300853164,0.046488924,0.093630487,0.019515836,0.010873552,unknown
Q14964,0.006332332,0.001918888,0.011093236,0.011658298,0.01978028,0.027892962,0.111676528,0.130855248,0.119592237,0.069712945,0.004335034,0.009049214,0.012696743,0.021946617,0.036041259,0.218951963,0.049859867,0.098580539,0.023944102,0.014081707,unknown
Q14966,0.019205813,0.005824973,0.008761737,0.007722216,0.009523543,0.019089031,0.04704167,0.068080744,0.171866763,0.130327106,0.002128715,0.00473184,0.006295554,0.011017629,0.029230818,0.066468371,0.072824715,0.151233833,0.071206665,0.097418262,unknown
Q14974,0.316490553,0.002721161,0.009801379,0.003580477,0.005273379,0.006015191,0.032049352,0.03285265,0.063920265,0.030427329,0.005593579,0.012471579,0.013401888,0.015771473,0.030075491,0.137566639,0.062773812,0.144126977,0.046809198,0.028277628,unknown
Q14980,0.076149007,0.001020308,0.000406994,0.002126765,0.004958562,0.005541485,0.031601307,0.074974357,0.216792743,0.086428472,0.002330095,0.002464561,0.004845966,0.009744219,0.022873018,0.150259701,0.06687573,0.163444017,0.045104763,0.032057931,unknown
Q14BN4,0.009725281,0.003503234,0.007341045,0.009579745,0.020173974,0.02448022,0.097081073,0.134591765,0.14021235,0.062444443,0.006303235,0.010248856,0.020810984,0.026346737,0.047398713,0.17459504,0.072129132,0.079324267,0.031335634,0.022374272,unknown
Q14C86-6,0.266693057,0.003149405,0.003265715,0.00628547,0.009631836,0.011192434,0.037433069,0.041257196,0.074793354,0.046032935,0.014217911,0.024243912,0.024517252,0.027277246,0.045118239,0.078588227,0.067006378,0.129291756,0.055555878,0.034448729,unknown
Q14CX7,0.055682443,0.008248547,0.011302312,0.010500857,0.01976738,0.023248674,0.086117104,0.068368381,0.112368255,0.117315908,0.00695145,0.00921729,0.021742082,0.026282826,0.041045307,0.07560839,0.064530646,0.11130641,0.056652285,0.073743454,unknown
Q15003,0.052179665,0.006494859,0.010152493,0.01143638,0.011774254,0.016732859,0.05772454,0.075671946,0.142895632,0.110396,0.004692827,0.009919853,0.015588879,0.016995877,0.03787878,0.078523545,0.071073545,0.122785503,0.06814477,0.078937793,unknown
Q15004,0.07326486,0.005459984,0.014659424,0.029701947,0.038273152,0.036337723,0.058896632,0.049050993,0.09224368,0.102111605,0.004193384,0.011359043,0.021131904,0.035627549,0.057964016,0.047140264,0.06987116,0.057829572,0.090900727,0.10398238,unknown
Q15005,0.001294179,0.002474093,0.006578118,0.009795144,0.0170088,0.023025008,0.079604836,0.134742123,0.138333182,0.072237592,0.003364786,0.009927205,0.014655919,0.015947595,0.036580605,0.19231939,0.07332235,0.114927232,0.034033115,0.019828728,Endoplasmic Reticulum
Q15006,0.002502019,0.002608536,0.008418386,0.008983763,0.012980316,0.023953148,0.097561411,0.133535192,0.128037668,0.065261588,0.003174506,0.006280037,0.011382236,0.014098906,0.031540152,0.229558497,0.057250069,0.114529932,0.030914454,0.017429182,unknown
Q15007,0.221724616,0.00182184,0.009266816,0.0041517,0.009687484,0.009093987,0.037912238,0.031168233,0.077305575,0.104299413,0.00283636,0.006180008,0.008233606,0.007171404,0.019273549,0.042269796,0.04671551,0.092995923,0.131991259,0.135900682,unknown
Q15008,0.2793905,0.002398047,0.00360324,0.002974586,0.004412713,0.006206892,0.020890057,0.040592688,0.085780768,0.034924529,0.005475086,0.007958244,0.012305984,0.01434221,0.022483771,0.149580835,0.068478959,0.141128021,0.057054348,0.040018522,unknown
Q15011,0.005232066,0.007523802,0.013266599,0.029232055,0.036228762,0.051932414,0.108564445,0.119311113,0.066733021,0.065300105,0.007781738,0.011764327,0.016016391,0.029731873,0.067364831,0.148752281,0.06777128,0.083704537,0.039512962,0.024275399,unknown
Q15014,0.049299471,0.009470738,0.013255306,0.02364748,0.01732072,0.031186029,0.058034037,0.070501083,0.105143128,0.11717758,0.002396636,0.005570267,0.006141614,0.017555582,0.0343845,0.061628233,0.075195403,0.118309477,0.07562207,0.108160649,unknown
Q15018,0.341168293,0.00507571,0.012788391,0.005369481,0.008913405,0.008903257,0.023265492,0.026384095,0.046662811,0.023485955,0.04509406,0.052779201,0.061950367,0.048480133,0.064977571,0.05791635,0.040986379,0.046453152,0.037339245,0.042006651,unknown
Q15019-2,0.005420667,0.006074631,0.007344919,0.010198308,0.020395966,0.023425235,0.07658356,0.086254819,0.134554571,0.126027526,0.003759465,0.007391728,0.01333785,0.017412555,0.035207119,0.087072104,0.065692473,0.136707167,0.069941912,0.067197425,unknown
Q15020,0.356394146,0.002464646,0.010203179,0.005189479,0.006184545,0.006991111,0.014591641,0.022317348,0.04732894,0.037210391,0.006285638,0.013642056,0.024462643,0.027620636,0.043818405,0.036797822,0.068726465,0.109362091,0.090915665,0.069493153,unknown
Q15021,0.070779676,0.003055236,0.006926988,0.005910377,0.010900442,0.013012586,0.040341827,0.067979553,0.179529238,0.086184871,0.002981585,0.007403276,0.012599435,0.013904059,0.026403019,0.086017692,0.070466844,0.16583901,0.06438056,0.065383728,Chromatin
Q15022,0.03859064,0.000590013,0.002806178,0.004264372,0.006174777,0.009453641,0.050779322,0.059130848,0.177012509,0.157949543,0.001654662,0.002769783,0.003616015,0.005109125,0.022182013,0.062972867,0.09061421,0.1767347,0.083325824,0.044268961,unknown
Q15024,0.233866429,0.00179483,0.00931053,0.001753398,0.002823473,0.009490862,0.03283682,0.049881255,0.090968226,0.067274178,0.002630255,0.004033338,0.006991937,0.0068256,0.016742275,0.09495827,0.046172166,0.126830754,0.098998885,0.09581652,unknown
Q15025,0.069650221,0.009037322,0.020565911,0.017578696,0.042129077,0.049975637,0.089217331,0.08472061,0.060562744,0.055942154,0.007715236,0.021426982,0.024387747,0.035816195,0.045052749,0.150597575,0.060391604,0.090730756,0.029539366,0.034962087,unknown
Q15029,0.246069631,0.001719509,0.005285988,0.00427785,0.005414679,0.010313763,0.031593014,0.043814336,0.096354876,0.054553467,0.002087296,0.004908697,0.007099926,0.008225953,0.019705743,0.057279364,0.043661331,0.088438461,0.131498215,0.137697901,Nucleus
Q15031,0.00492489,0.002000756,0.006367625,0.006888528,0.013929507,0.018525462,0.077735217,0.156045916,0.136273593,0.074597629,0.002540933,0.006820375,0.009706012,0.012495545,0.024400649,0.196212637,0.083830892,0.110594873,0.036011621,0.02009734,unknown
Q15035,0.002151387,0.002107356,0.008610889,0.01110379,0.013735628,0.023556582,0.075087888,0.141584891,0.177351202,0.044710388,0.010580519,0.020486162,0.035852322,0.041641287,0.065458488,0.097423009,0.086747965,0.069246737,0.046327597,0.026235915,unknown
Q15041,0.005639101,0.002752576,0.007440021,0.008562319,0.02291233,0.034824851,0.110826929,0.123867206,0.110417838,0.07275683,0.000989261,0.008620535,0.015421639,0.020269968,0.043258608,0.186296883,0.079906578,0.099281579,0.028872821,0.017082127,unknown
Q15042,0.237743769,0.001990981,0.007513294,0.004331013,0.010397544,0.010711336,0.038737367,0.048887027,0.08631532,0.042207875,0.010441315,0.01403776,0.018993781,0.022686909,0.034532959,0.157532627,0.061365007,0.099471658,0.044503287,0.047599169,unknown
Q15043,0.002088544,0.003862372,0.005911065,0.007066992,0.011026884,0.016945364,0.114236894,0.143350868,0.137969752,0.039692636,0.009137526,0.013210772,0.021552011,0.031309752,0.046377672,0.255412237,0.044331614,0.069227221,0.017768759,0.009521064,unknown
Q15046-2,0.210551098,0.001963431,0.003965069,0.005311586,0.007104186,0.011070873,0.041820403,0.078576675,0.089032789,0.042992024,0.003917639,0.009792872,0.013733092,0.015677427,0.031643799,0.156987976,0.081301439,0.122325343,0.039680688,0.032551593,unknown
Q15047,0.235713335,0.005611945,0.009042449,0.008029141,0.014181062,0.019888841,0.037455614,0.045616832,0.081499441,0.051831623,0.003019924,0.007639181,0.008454687,0.012301616,0.028797129,0.094131417,0.082979848,0.154282175,0.062564681,0.03695906,unknown
Q15050,0.007188674,0.003809273,0.01059145,0.019275308,0.022260819,0.036505554,0.090038103,0.111659985,0.10704261,0.097689772,0.001713669,0.004867855,0.006339087,0.009978415,0.020980428,0.056767725,0.034561336,0.053363055,0.082094759,0.223272126,Nucleolus
Q15052,0.252978229,0.004845561,0.002695196,0.004236202,0.006819609,0.009106883,0.04033541,0.047460424,0.085107023,0.044607492,0.010236711,0.017036373,0.020668007,0.020583419,0.033336164,0.156836666,0.045734569,0.129039816,0.035395633,0.032940612,unknown
Q15054,0.339446191,0.002100822,0.000654521,0.003173986,0.004030953,0.006076786,0.01996603,0.024265555,0.068077992,0.043193424,0.002966761,0.003004395,0.009729709,0.014709933,0.030670101,0.050382219,0.068605541,0.167861641,0.077363051,0.063720391,unknown
Q15057,0.115165014,0.01044663,0.014282446,0.016307326,0.029880688,0.034859586,0.062487378,0.059169376,0.083190853,0.061021626,0.008102659,0.016489618,0.02727101,0.02744083,0.056007068,0.132166687,0.055639093,0.114774801,0.043462672,0.031834638,unknown
Q15058,0.098148178,0.003971289,0.003400944,0.005647816,0.009105185,0.014827112,0.062942314,0.094235536,0.109348951,0.098258883,0.003210668,0.013202298,0.007752171,0.022147101,0.03851567,0.087017466,0.061842026,0.12602649,0.078330095,0.06206981,unknown
Q15059,0.012986674,0.001350418,0.001206557,0.002688825,0.006662299,0.008735933,0.052918872,0.070688581,0.173711236,0.16501045,0.001911752,0.003202361,0.002940255,0.005443467,0.021253888,0.070102983,0.076533127,0.18954542,0.089514891,0.04359201,Chromatin
Q15061,0.01492642,0.002331013,0.006746842,0.012582043,0.020481854,0.024798512,0.06360874,0.086215494,0.156473768,0.117063677,0.001997612,0.005409502,0.009076439,0.008200984,0.014660398,0.057039515,0.034725147,0.062088121,0.175309377,0.126264542,Nucleolus
Q15067-2,0.003135016,0.001522582,0.005439479,0.006690236,0.015289299,0.017652391,0.094058687,0.124074245,0.139804345,0.087278081,0.002022112,0.005050354,0.009031507,0.012959387,0.025407343,0.193397979,0.076974614,0.121030766,0.036227521,0.022954057,Peroxisome
Q15070,0.002093822,0.001320648,0.00555106,0.004793429,0.009851847,0.018822051,0.075728733,0.153464017,0.164613749,0.06704391,0.001288061,0.00415682,0.006920258,0.011210327,0.02375865,0.203746227,0.076760218,0.113800465,0.033238185,0.021837521,Mitochondria
Q15075,0.333847481,0.003930438,0.008843256,0.005838365,0.008054955,0.008144611,0.031709833,0.039740792,0.048931872,0.02302758,0.00607052,0.020147333,0.026358036,0.031195955,0.059755445,0.135671394,0.058257146,0.087363278,0.035205172,0.027906539,unknown
Q15080,0.277028974,0.002589032,0.013422668,0.007710964,0.006206593,0.008225494,0.027817541,0.038212189,0.073758675,0.03827476,0.007633074,0.016142642,0.020066954,0.021605756,0.034760984,0.114491557,0.066565572,0.152798609,0.044774448,0.027913514,unknown
Q15084-2,0.023992417,0.003982033,0.011460806,0.013493539,0.02685586,0.036157577,0.113451121,0.11548876,0.087229911,0.055129282,0.005520592,0.015547757,0.025170301,0.033729784,0.06774048,0.161786627,0.077346714,0.071731885,0.033330146,0.020854406,unknown
Q15102,0.295285686,0.004349835,0.010993077,0.009157271,0.013827285,0.014428143,0.026869411,0.029315773,0.049177881,0.043157759,0.007237034,0.014990795,0.021804201,0.020920214,0.048876382,0.075699539,0.080849694,0.119332755,0.072738386,0.040988879,Cytosol
Q15118,0.004461727,0.00126775,0.005159636,0.006640321,0.011058934,0.016225157,0.071492518,0.144115294,0.163940845,0.074392548,0.002276292,0.005245351,0.010192841,0.010472833,0.031270481,0.183738458,0.087101131,0.1142555,0.034862449,0.021829933,Mitochondria
Q15120-2,0.003837585,0.002084087,0.006959742,0.014653084,0.02377494,0.020331946,0.086035462,0.15136577,0.118442946,0.082228057,0.002275864,0.004416583,0.008512828,0.011375636,0.027418446,0.174973258,0.092015494,0.11776806,0.032063312,0.0194669,unknown
Q15125,0.003437743,0.000844072,0.002698637,0.004926051,0.008606331,0.011043431,0.065840795,0.125447767,0.213453095,0.063702077,0.001642002,0.003696802,0.005253723,0.010234144,0.020597097,0.252979021,0.051402675,0.114922955,0.027582046,0.011689533,unknown
Q15126,0.207048421,0.004929732,0.012364795,0.007788085,0.02206039,0.019107549,0.04568051,0.048194763,0.073305772,0.056984654,0.004477626,0.013177658,0.017461112,0.016574552,0.035621225,0.090954872,0.077417682,0.145603425,0.066409532,0.034837646,unknown
Q15149,0.046382167,0.000546754,0.001140006,0.001665467,0.005460688,0.006875883,0.091424844,0.129256697,0.131510982,0.090223148,0.001839207,0.008156181,0.014527294,0.015996947,0.029990196,0.147262558,0.052394577,0.07793226,0.035997604,0.111416537,unknown
Q15149-2,0.06925737,0.012156456,0.01428257,0.009807843,0.023394513,0.023958709,0.061743466,0.080095469,0.114728566,0.107470949,0.010964412,0.016343815,0.01904167,0.024744467,0.040448671,0.074993126,0.060059674,0.112331607,0.054164376,0.070012271,unknown
Q15154,0.019787589,0.004656331,0.009143386,0.011735981,0.01895292,0.024065842,0.064014374,0.078837671,0.12700164,0.138753655,0.00443388,0.008944311,0.012933949,0.015374593,0.032835694,0.076507949,0.0679791,0.122903019,0.109475306,0.05166281,unknown
Q15155,0.000797611,0.00193529,0.004788639,0.009363336,0.020427094,0.03016651,0.109225492,0.139117591,0.098781031,0.085397405,0.00214447,0.006820756,0.011332024,0.019895316,0.047711717,0.163782263,0.083237323,0.10114676,0.040668608,0.023260764,unknown
Q15165,0.00313236,0.00095988,0.005894998,0.007432941,0.009482686,0.014696374,0.078902899,0.145728277,0.17385321,0.053604915,0.001945502,0.003275725,0.005402582,0.013427385,0.01689919,0.291635269,0.0444114,0.096020455,0.022649368,0.010644584,unknown
Q15181,0.412569192,0.001487389,0.006474729,0.00303256,0.003646375,0.004620784,0.012988628,0.014420422,0.03025518,0.01518394,0.007709176,0.016530533,0.020249578,0.023316047,0.043294435,0.086599768,0.075833773,0.126110267,0.062110519,0.033566704,Cytosol
Q15185,0.309821373,0.008671133,0.011125036,0.015329575,0.017377663,0.015464182,0.02772534,0.031582889,0.04534684,0.038728154,0.00725739,0.012222804,0.016634853,0.014785028,0.030301804,0.093759486,0.075202117,0.122376234,0.065024672,0.041263428,unknown
Q15233,0.008000258,0.001345666,0.003739408,0.006021301,0.010973481,0.013097214,0.069766449,0.110444334,0.186955851,0.103603331,0.001768521,0.00355337,0.006417855,0.009506944,0.019026195,0.072791836,0.043946058,0.08094611,0.043444813,0.204651005,Nucleus
Q15262-3,0.004404958,0.0808319,0.047212574,0.05187712,0.060849194,0.071852214,0.072603779,0.042764342,0.038672255,0.031718036,0.039476552,0.048601757,0.073852098,0.061501791,0.080076208,0.091802224,0.039528785,0.032858844,0.018700175,0.010815194,Plasma Membrane
Q15269,0.025963305,0.004601071,0.010655056,0.011474364,0.022475433,0.027437759,0.065000955,0.083243145,0.148361901,0.09506391,0.002095437,0.004366892,0.007933364,0.011002408,0.018648677,0.113121908,0.037119986,0.092759215,0.128098766,0.090576449,unknown
Q15274,0.419511065,0.003591487,0.001342625,0.006201409,0.007834597,0.007138225,0.021352881,0.017071127,0.018158725,0.009975024,0.023274567,0.043898116,0.045709698,0.035898165,0.054489085,0.120024901,0.055726425,0.061841691,0.025791435,0.021168751,Cytosol
Q15286,0.008387637,0.01339508,0.015370842,0.021440414,0.026727674,0.03418905,0.100436987,0.095312197,0.134425565,0.049586406,0.011451905,0.02022631,0.031566706,0.032819479,0.053857614,0.188884289,0.051906053,0.072405306,0.025140801,0.012469685,unknown
Q15287,0.092923236,0.002181113,0.007104132,0.002744285,0.008378953,0.01464561,0.050901723,0.068261937,0.121692138,0.133744359,0.001668278,0.002226336,0.006153195,0.007159435,0.016816766,0.082089333,0.04873403,0.127045053,0.122195692,0.083334396,unknown
Q15291,0.146559548,0.003194534,0.001610545,0.004203571,0.011631788,0.012668936,0.043681913,0.061704131,0.129259818,0.079936998,0.00149062,0.002276082,0.005305215,0.00924002,0.027891717,0.075216696,0.069976383,0.179340899,0.075217767,0.05959282,unknown
Q15293,0.097010379,0.002126899,0.004072425,0.0073729,0.010395821,0.017204522,0.064238182,0.115144472,0.149299919,0.039985609,0.003428989,0.011509724,0.015450711,0.022687839,0.04075847,0.244531107,0.053033901,0.065796039,0.020897403,0.015054688,unknown
Q15311,0.118848445,0.007076784,0.010083287,0.008931976,0.017824868,0.028093782,0.103421807,0.0902548,0.075198089,0.040266163,0.02020277,0.026810722,0.037520773,0.036436542,0.102784183,0.114350321,0.058457385,0.056915145,0.027168941,0.019353219,unknown
Q15363,0.007469906,0.001663919,0.005231505,0.007098045,0.010497185,0.017804652,0.062843378,0.105601613,0.227933941,0.057201572,0.001633828,0.005469656,0.010247085,0.013504002,0.03336276,0.215255238,0.066318722,0.099647437,0.035318346,0.015897208,unknown
Q15365,0.236069591,0.00687157,0.015042597,0.012952285,0.017543729,0.019615511,0.038237908,0.044352673,0.067826945,0.060531138,0.004320394,0.008824391,0.011034461,0.015720807,0.035522362,0.066948075,0.066634603,0.113337922,0.078262698,0.08035034,unknown
Q15369,0.240573574,0.003174605,0.008529302,0.004257196,0.006952072,0.008182225,0.032816417,0.053041765,0.066180531,0.067474479,0.005264949,0.011807119,0.011314888,0.020115064,0.030267824,0.128042587,0.06111765,0.159977305,0.044988959,0.035921488,unknown
Q15375,0.015574606,0.051448061,0.033914806,0.031044843,0.057271826,0.065005877,0.07660793,0.062814807,0.044704794,0.06161245,0.034449955,0.044309372,0.062087688,0.057717655,0.066878811,0.069956078,0.055131507,0.05221948,0.044038042,0.013211413,unknown
Q15382,0.325242112,0.001727586,0.003130205,0.003328726,0.004874814,0.005868262,0.028879379,0.033846933,0.065162146,0.032020895,0.00328593,0.006662434,0.007885206,0.008192185,0.023718047,0.165226368,0.052705489,0.16996964,0.035932229,0.022341416,unknown
Q15388,0.005488024,0.00128212,0.003964648,0.007047341,0.007535177,0.011969525,0.043785703,0.127863698,0.213708065,0.056630749,0.007094072,0.01450225,0.02439121,0.029232534,0.04398852,0.116758039,0.107353055,0.095370627,0.049794014,0.032240631,unknown
Q15392,0.001766032,0.001531405,0.005409049,0.005348151,0.010555408,0.013769683,0.101549193,0.138632307,0.145471334,0.070927659,0.002362667,0.006451833,0.011230359,0.013234808,0.03531639,0.207549222,0.07164531,0.106857684,0.030678534,0.019712973,unknown
Q15393,0.301467935,0.001249711,0.001427148,0.002984197,0.005088769,0.007231693,0.028078533,0.035677725,0.077230433,0.053918522,0.002486438,0.00280786,0.004796024,0.007165991,0.0178939,0.060352174,0.04440034,0.112649682,0.105840385,0.12725254,Nucleus
Q15397,0.013359675,0.000891391,0.002749386,0.003462699,0.009328887,0.010020967,0.06526503,0.101607094,0.170768857,0.125029699,0.000870573,0.004454666,0.003931667,0.009075358,0.017490432,0.095938175,0.047359572,0.088572047,0.067910618,0.161913207,Nucleus
Q15404,0.274264607,0.009334103,0.008343917,0.006590199,0.012258727,0.012955029,0.029119963,0.036500687,0.068484051,0.035589148,0.009517599,0.017928897,0.021165264,0.018565466,0.02752202,0.149731729,0.054655119,0.106095776,0.048535111,0.052842588,unknown
Q15418-2,0.141812054,0.006762451,0.010074053,0.008585784,0.015130208,0.01765806,0.065038389,0.061638838,0.108252626,0.060833892,0.004884787,0.010863893,0.014750033,0.018108826,0.038045468,0.122733054,0.063370391,0.124895015,0.051648175,0.054914004,unknown
Q15424-3,0.0260313,0.001589416,0.004841405,0.005899592,0.013356921,0.017888579,0.061609255,0.078826734,0.131966803,0.145778253,0.002567329,0.00294342,0.005883418,0.008425329,0.017619461,0.065705057,0.039261115,0.08027026,0.115205519,0.174330835,unknown
Q15427,0.336568321,0.001404826,0.001114601,0.002596914,0.002071213,0.003609222,0.016079673,0.031054604,0.076571133,0.028929494,0.001959635,0.005752954,0.003794364,0.009400746,0.020717056,0.13012001,0.035053227,0.090551481,0.081498592,0.121151935,unknown
Q15428,0.259845628,0.002536172,0.006293608,0.002477627,0.008297811,0.006679598,0.028787334,0.041592619,0.073365051,0.070925279,0.002464075,0.003638206,0.002963739,0.0056787,0.012374623,0.06914592,0.042157742,0.096185239,0.102813687,0.161777342,Nucleus
Q15435,0.385656939,0.001743996,0.001268941,0.00593429,0.010217372,0.015837329,0.017785817,0.018693009,0.025769819,0.017764669,0.023214331,0.037478502,0.044237843,0.037018344,0.053842201,0.072264305,0.061983238,0.081753028,0.051413672,0.036122352,unknown
Q15436,0.001696771,0.012505601,0.019953885,0.037215077,0.072689421,0.076123829,0.097111536,0.065068461,0.039001104,0.078634316,0.004361848,0.010057428,0.026915285,0.032455156,0.044826637,0.12784129,0.070427402,0.096730344,0.043156164,0.043228445,unknown
Q15437,0.033751958,0.001974653,0.004577037,0.006272828,0.01206089,0.01926821,0.08876809,0.101764328,0.147236319,0.081829247,0.003182642,0.007109925,0.014591532,0.018833796,0.034949037,0.151960003,0.061901286,0.125994712,0.043680331,0.040293175,unknown
Q15459,0.355567872,0.002454027,0.000453414,0.00396253,0.004756838,0.006956661,0.019254513,0.02974228,0.051983739,0.029336536,0.002516454,0.003329323,0.005012392,0.006449657,0.016043359,0.044412741,0.029982878,0.049357609,0.118485076,0.219942101,Nucleus
Q15477,0.032374689,0.003531501,0.009367281,0.007109771,0.014143153,0.022664083,0.076272189,0.105643575,0.137283681,0.09074316,0.003114269,0.006193036,0.011009053,0.013963536,0.032046568,0.101301643,0.061787531,0.085055322,0.044620116,0.141775844,unknown
Q15526,0.00399384,0.002834707,0.011311331,0.012910599,0.021736789,0.027670508,0.064478113,0.137110259,0.148793188,0.069160666,0.002043937,0.00977189,0.017984302,0.013378382,0.028212838,0.209062585,0.069764113,0.093213146,0.031063795,0.025505011,unknown
Q15528,0.063289845,0.003957384,0.005423173,0.011646993,0.017023889,0.029809883,0.069584352,0.066432685,0.119887956,0.112943839,0.008186299,0.009781418,0.018890509,0.024156309,0.036324692,0.044662632,0.059154963,0.091204783,0.069811092,0.137827303,unknown
Q15545,0.233536425,0.001370028,0.002864788,0.001338403,0.005592122,0.004425049,0.02599855,0.048534883,0.114976103,0.061363649,0.007087048,0.013241956,0.02876945,0.031648996,0.037337978,0.100365905,0.063853338,0.123920006,0.047291866,0.046483459,unknown
Q15554,0.027247577,0.001748458,0.001041081,0.004878693,0.005878842,0.007962677,0.054203085,0.081160779,0.189535232,0.112886348,0.002587425,0.006899637,0.005099856,0.009061261,0.028160554,0.066708661,0.070937126,0.181709572,0.080454284,0.061838853,Chromatin
Q15555,0.188174815,0.004285045,0.011009193,0.008591518,0.011134091,0.012664748,0.040281273,0.056568706,0.099166495,0.068124115,0.004279667,0.004333955,0.005477261,0.011560336,0.043006704,0.126038396,0.070185974,0.133446056,0.039025482,0.062646169,unknown
Q15582,0.011715461,0.002537335,0.011495394,0.01096947,0.019433362,0.024064804,0.083843053,0.109921771,0.129473124,0.090095173,0.005941383,0.014574338,0.020305231,0.020457425,0.030032514,0.145938145,0.069120727,0.131789654,0.043499376,0.024792261,unknown
Q15596,0.202190212,0.004839795,0.012506738,0.013683909,0.021807124,0.023003154,0.040478038,0.045749538,0.072745577,0.062995916,0.005490253,0.014002969,0.018005686,0.029634796,0.027783315,0.052079758,0.06043628,0.073863727,0.111108259,0.107594957,unknown
Q15599,0.006141742,0.030025984,0.033072397,0.039080405,0.058290546,0.082047424,0.106352349,0.076651451,0.044161165,0.036575044,0.016541753,0.032482874,0.049036332,0.061933574,0.092466997,0.101684696,0.049389238,0.044259604,0.018551669,0.021254758,unknown
Q15628,0.221798443,0.001500547,0.009645344,0.003758458,0.013907596,0.01074562,0.057967994,0.049322537,0.070629017,0.060724445,0.007299709,0.009953509,0.013426191,0.020912993,0.03865611,0.117659066,0.085213812,0.122234479,0.050129049,0.034515082,unknown
Q15629,0.000873095,0.002517921,0.010331549,0.014184301,0.018032888,0.028683271,0.077320189,0.09766853,0.128894402,0.074881024,0.003207445,0.011386321,0.019156646,0.027366273,0.040745291,0.218721908,0.070625364,0.08550905,0.044720944,0.025173589,unknown
Q15631,0.433335038,0.002383134,0.002257134,0.002359849,0.003058562,0.004217734,0.0159167,0.018151904,0.021452616,0.009841186,0.010964274,0.021424794,0.026073914,0.022706287,0.032889086,0.145896495,0.049165796,0.10833278,0.039479755,0.030092961,unknown
Q15642,0.251413518,0.014245298,0.018735104,0.017235825,0.020467522,0.017501032,0.036985606,0.051569944,0.04453408,0.024379429,0.040557674,0.053189281,0.058344485,0.055441099,0.055382277,0.1019747,0.044225274,0.050297629,0.024044776,0.019475448,unknown
Q15643,0.134199327,0.002498539,0.005722967,0.00665758,0.013910969,0.01806074,0.059188324,0.083532331,0.121400796,0.063875941,0.007055701,0.012982574,0.016252391,0.023167115,0.040814279,0.100709941,0.072637195,0.103658245,0.061594969,0.052080077,unknown
Q15645,0.336942299,0.001915623,0.000996243,0.003160476,0.002020031,0.005049637,0.020004701,0.029922059,0.073152407,0.027847651,0.006888593,0.009288932,0.010449223,0.017001053,0.029449543,0.132468492,0.062567544,0.144524334,0.04880761,0.037543549,unknown
