Protein_ID,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q62167;Q3TQX5;P16381;B9EIA2,0.019755081,0.024694872,0.030442852,0.036152035,0.049781791,0.070445931,0.017237405,0.019133932,0.026675526,0.048223813,0.050206509,0.052856909,0.024108844,0.019610514,0.024509058,0.045595874,0.032058003,0.049508175,0.020856079,0.024035335,0.022977625,0.034091747,0.038749346,0.040156223,0.020576338,0.019356908,0.018582003,0.035831455,0.039829517,0.043960303,unknown
O08553,0.015285302,0.038677734,0.030408488,0.02980248,0.022576701,0.013980648,0.011780748,0.045750403,0.036740052,0.039287602,0.041400268,0.021655465,0.012989934,0.047972433,0.043509073,0.043139807,0.029749728,0.018059302,0.021084196,0.070670078,0.046746263,0.047097517,0.043155247,0.019973825,0.016035415,0.054337449,0.045790289,0.043434448,0.032413076,0.016496032,unknown
Q02248;E9Q6A9,0.006019168,0.030318846,0.050131769,0.049168129,0.039083671,0.023602011,0.005103608,0.034539629,0.037968631,0.040440132,0.029502514,0.018218519,0.006090162,0.031067662,0.042768416,0.04218123,0.032041531,0.018891839,0.009528371,0.035157504,0.049773729,0.054647168,0.049311345,0.032319779,0.007555672,0.030492751,0.048490922,0.061425381,0.051437081,0.03272283,unknown
Q78PY7;Q3TJ56,0.026334366,0.021378309,0.034331581,0.043426705,0.046800328,0.047542577,0.016639515,0.018300039,0.029808502,0.042016947,0.034666623,0.042382917,0.019285323,0.017584336,0.028344623,0.040996356,0.041349439,0.035839273,0.024809921,0.021072132,0.030831672,0.039573712,0.042478276,0.043705048,0.021938089,0.020023963,0.031019811,0.039099498,0.045406035,0.053014084,unknown
P35564;Q5SUC3,0.032936784,0.021484533,0.033162155,0.042204366,0.039054378,0.018223813,0.040600712,0.021786765,0.034210849,0.047833439,0.032914638,0.014875811,0.040822175,0.019517419,0.027896543,0.050311221,0.040882101,0.022686947,0.040390974,0.021326903,0.028748525,0.053921071,0.036536212,0.022042099,0.04508469,0.02036419,0.034182189,0.053832485,0.036861893,0.025304121,ER
Q61656;Q8BTS0;S4R1I6,0.085401718,0.017161726,0.007726678,0.011349141,0.018951312,0.034369598,0.093649079,0.014035616,0.006874507,0.012831652,0.019203011,0.035520705,0.099094183,0.020386,0.006529762,0.013215075,0.023749547,0.036073605,0.115924505,0.011329005,0.007317415,0.015714453,0.027153367,0.044424163,0.097852464,0.01612808,0.007509797,0.020598267,0.034419099,0.045506472,unknown
Q3TLH4;A0A0A0MQ79;S4R294,0.006763567,0.014353237,0.019523663,0.036646589,0.055110258,0.085744568,0.006582045,0.014326856,0.0204864,0.039042995,0.047735185,0.081338425,0.004420712,0.011364227,0.018594396,0.034030072,0.064261175,0.085831194,0.002188148,0.016339349,0.013562967,0.026034045,0.038520479,0.065812578,0.0041187,0.014370169,0.014302443,0.029084876,0.047640684,0.081869997,unknown
Q8VDN2,0.00513696,0.020627416,0.034621117,0.050234934,0.042102781,0.020612469,0.005842392,0.028143604,0.03042347,0.047734028,0.046205697,0.025743746,0.006988009,0.025461657,0.033179097,0.053325278,0.073698814,0.033014896,0.004839294,0.025164832,0.042357503,0.050975942,0.049622338,0.030703453,0.00579208,0.020438164,0.037789351,0.055539884,0.05290425,0.040776544,Plasma membrane
P29341,0.010151264,0.018690569,0.022838688,0.029236898,0.045634504,0.073613846,0.007222767,0.017235544,0.021101752,0.032719863,0.042979085,0.074459579,0.0078748,0.01507899,0.019954621,0.03309791,0.049223998,0.07477137,0.010371207,0.024991345,0.023509038,0.029565578,0.048395153,0.067674228,0.008135276,0.020048159,0.019347928,0.037637066,0.047768973,0.066670001,unknown
E9Q7G0,0.155787807,0.025262691,0.006162709,0.003298488,0.00264175,0.00231013,0.166190805,0.017146509,0.004291237,0.003116775,0.002041321,0.00232949,0.167248572,0.023776964,0.002843842,0.002253142,0.002132493,0.001983824,0.186375726,0.011677899,0.003476562,0.00255053,0.001617026,0.002057843,0.16437125,0.022128933,0.006192307,0.003027253,0.002525784,0.003180338,unknown
P08003;A0A0R4J0Z1,0.027482629,0.026796719,0.043028841,0.047791923,0.034215705,0.011317024,0.011189732,0.030952053,0.050829065,0.066537982,0.039187749,0.01226964,0.014116331,0.024463033,0.046517407,0.069726662,0.057530239,0.01760394,0.012173294,0.021398773,0.037551138,0.057517478,0.039639173,0.016410777,0.009309064,0.022719547,0.044110345,0.054237874,0.03763249,0.015743372,ER
Q8R1A4;A2A9M4;E9PX48,0.011558453,0.025766989,0.032759113,0.033783651,0.03509726,0.059164124,0.012853009,0.021108113,0.025237299,0.033926825,0.035620962,0.053326104,0.014008201,0.02551657,0.027078965,0.03422515,0.042245079,0.060193018,0.011532323,0.029798729,0.030172724,0.033016608,0.041846043,0.059686737,0.013602631,0.02564559,0.029598394,0.038514386,0.042433982,0.060682968,unknown
Q8CAQ8-2,0.009633485,0.054867698,0.137808628,0.019764563,0.000158857,4.48E-06,0.007124817,0.08698594,0.105017874,0.02519932,1.03E-05,0,0.008187087,0.041758685,0.132532888,0.025591895,7.20E-05,1.34E-05,0.00860749,0.067310825,0.097984658,0.019916954,6.94E-06,2.49E-05,0.004147378,0.061664044,0.07408895,0.011477592,2.51E-05,1.33E-05,Mitochondrion
Q99KI0,0.008236087,0.059899403,0.082460305,0.024288991,0.001165562,3.63E-05,0.008558136,0.082034037,0.093300218,0.024271498,0.00055691,1.97E-05,0.010184399,0.061333799,0.096614613,0.023102253,0.000704024,2.44E-05,0.011964966,0.083389256,0.102313531,0.025332105,0.001034828,1.54E-05,0.011011157,0.073464485,0.09403675,0.019853226,0.00078205,1.17E-05,unknown
P60843;Q5F2A7,0.017290424,0.032800122,0.027967158,0.027904649,0.036539952,0.057390303,0.010953143,0.024308131,0.019729775,0.029386555,0.035690753,0.05804283,0.013422376,0.022853669,0.021678206,0.029697572,0.043877824,0.050554022,0.018542116,0.04385343,0.037729135,0.028613586,0.041032931,0.056957318,0.016345175,0.03455493,0.026747482,0.03337032,0.038579859,0.063586254,Large Protein Complex
Q99K48,0.079990562,0.016490449,0.006893856,0.008296477,0.011390833,0.016476389,0.103441713,0.017215149,0.010357464,0.016117234,0.017764745,0.027998742,0.130305475,0.022534731,0.007570243,0.012161802,0.016752465,0.028411578,0.12766869,0.018190363,0.009023095,0.017753242,0.024051873,0.027642143,0.103900562,0.022095054,0.012847775,0.027378848,0.02852661,0.030751836,unknown
Q91YQ5,0.039971212,0.024177116,0.041095505,0.048080391,0.033562936,0.01504161,0.042198584,0.024395032,0.043265023,0.061743537,0.037491211,0.015645412,0.040985582,0.022320008,0.034899359,0.05474708,0.033150245,0.019342464,0.041938242,0.019452386,0.032278581,0.049137187,0.030909374,0.012491028,0.037464213,0.019921003,0.037236654,0.046549193,0.029530524,0.010979307,ER
Q07113,0.00727675,0.016201102,0.029833295,0.057347391,0.070084914,0.056633938,0.004949465,0.018821854,0.027899361,0.047378544,0.057047741,0.051958439,0.002034294,0.014570623,0.025142101,0.042407675,0.056377095,0.060010951,0.000871745,0.012756548,0.018387123,0.039285127,0.050921554,0.055059584,0.00098019,0.009264431,0.018126475,0.037672247,0.05276702,0.057932423,Endosome
Q9DBG3;Q9DBG3-2;H3BIY9;H3BKM0,0.010233378,0.038224524,0.054207721,0.056964484,0.031931961,0.022273608,0.00803593,0.040647721,0.040129079,0.050587991,0.033453453,0.023418493,0.010609124,0.036642775,0.044209346,0.048207835,0.043649816,0.018103817,0.011250647,0.036300601,0.048136818,0.049651854,0.033683721,0.022082077,0.009385259,0.028611364,0.044265299,0.043819827,0.032631374,0.028650101,unknown
Q9JKR6,0.031168016,0.025854631,0.04488929,0.057332369,0.039609792,0.011140148,0.012076768,0.025193847,0.043388123,0.06688494,0.034099866,0.012191981,0.015549783,0.01873883,0.041524372,0.061998524,0.048467692,0.014454575,0.014644339,0.027062681,0.043540612,0.06098871,0.044035353,0.016838821,0.013198068,0.02124405,0.043845589,0.058833536,0.037251299,0.013953395,ER
G5E866;Q99NB9,0.089077313,0.018922552,0.007635009,0.012066349,0.019897798,0.032666098,0.09205539,0.012692772,0.005561949,0.013308263,0.022316699,0.030367115,0.099826881,0.015467452,0.003527978,0.012665939,0.026433336,0.027568252,0.117923919,0.015774204,0.006523944,0.016610981,0.027270445,0.03329219,0.119245669,0.020133659,0.007266642,0.020303267,0.030669229,0.042928706,Large Protein Complex
Q91XV3,0.004467575,0.021203941,0.030772311,0.052020033,0.058864486,0.037774376,0.005136769,0.025778341,0.033194138,0.043438198,0.048394954,0.031492511,0.006120094,0.032239709,0.050431507,0.064059849,0.061982434,0.052542488,0.006178761,0.02127618,0.026829089,0.038976899,0.036425917,0.027282224,0.00542266,0.017178994,0.023981855,0.053966835,0.043325826,0.039241045,Plasma membrane
A0A087WRE8;Q80TV8-2;E9QNY9;A0A087WQ95;A0A087WP42,0.011579566,0.019964895,0.021950325,0.027069591,0.036744124,0.078568336,0.013383389,0.019008705,0.02082722,0.024320597,0.030464207,0.066468028,0.016980833,0.020397894,0.02110718,0.025467372,0.041569555,0.069055413,0.015575728,0.026364386,0.022194779,0.026930428,0.037653789,0.083971643,0.017630943,0.024312843,0.023850461,0.029593311,0.040435431,0.086559028,unknown
Q99PL5;A2AVJ7,0.029348567,0.030625393,0.043450067,0.037239643,0.021843444,0.009332113,0.027203768,0.031447567,0.049647086,0.054333808,0.026209005,0.014608097,0.027814254,0.024937765,0.045778068,0.05410313,0.041719705,0.015147089,0.033805171,0.039030886,0.053728907,0.050236905,0.024088223,0.016737257,0.028823538,0.034621758,0.049444335,0.042420675,0.025185198,0.01708858,ER
S4R1P5;Q91ZU6;Q91ZU6-4;E9Q9X1;Q91ZU6-2;A0A087WSP0,0.003007989,0.029668625,0.044535729,0.054061825,0.03692387,0.03546189,0.008267427,0.031935376,0.035572563,0.038444602,0.028112368,0.032171753,0.006672503,0.037464939,0.042191096,0.045016679,0.047429629,0.037913097,0,0.038495157,0.043960502,0.047256104,0.037535989,0.038227355,0.000574517,0.034021772,0.045294046,0.041997076,0.036456583,0.041328938,unknown
P42932;Q3UL22;H3BL49,0.016282516,0.029454763,0.027160301,0.027902687,0.025353286,0.050184454,0.011205944,0.031426979,0.026511734,0.029707663,0.028008742,0.057718445,0.01111233,0.036134194,0.031133288,0.034600474,0.031769619,0.065731723,0.013167352,0.036217814,0.036950002,0.035781357,0.032151009,0.057885686,0.012691327,0.032709838,0.037119283,0.045244734,0.034200728,0.054481725,Large Protein Complex
E0CXB9;Q61301-3,0.00472601,0.025566419,0.04333972,0.064695359,0.051645573,0.027549297,0.004099611,0.030505464,0.036036649,0.039945686,0.03047597,0.017475869,0.00494086,0.02901944,0.042570617,0.043600625,0.041377261,0.024248282,0.003184175,0.032919402,0.043600625,0.057070128,0.052103858,0.028075644,0.004367776,0.025194346,0.050459023,0.060037638,0.048723437,0.032445235,unknown
P30999;G3X9V2;E9Q8Z8;E9Q8Z6;D3Z2H2;E9Q8Z4;E9Q8Z9;E9Q904;E9Q901;D3Z7H6;E9Q905;E9Q986;E9Q907;D3Z2H7,0.004735613,0.02451931,0.047317186,0.057373722,0.051231307,0.024505122,0.006839279,0.036899004,0.04052659,0.041572581,0.032815188,0.019539169,0.007224293,0.035833539,0.043633962,0.046324051,0.038111908,0.02645801,0.005557384,0.029529774,0.041661601,0.052697363,0.040151034,0.0312156,0.00547504,0.02908189,0.045339261,0.053186976,0.045419936,0.035224305,unknown
B2RXS4,0.00400684,0.015570614,0.03292658,0.054468213,0.050512793,0.024169697,0.00327921,0.019185035,0.030156954,0.051732728,0.054301669,0.031202017,0.001924291,0.018593804,0.030095332,0.047835598,0.052877718,0.032141325,0.004221058,0.020699753,0.035617098,0.060139036,0.05994751,0.035247371,0.003245818,0.01947274,0.039154493,0.062682995,0.066292836,0.038298873,Plasma membrane
Q62318;Q62318-2,0.103670568,0.030446742,0.010031726,0.011835036,0.012294674,0.020868673,0.090268021,0.023227521,0.010407638,0.013751974,0.017519852,0.025083587,0.097350546,0.027420222,0.009581913,0.011052456,0.017298149,0.021252274,0.139715409,0.023955851,0.012847863,0.012594977,0.016475628,0.024536806,0.118854425,0.028447573,0.012214152,0.016633041,0.018222337,0.022140366,unknown
P80318;Q3U4U6;E9Q133;Q3U0I3;F6Q609,0.015445009,0.030064487,0.022727802,0.025647778,0.025108856,0.048314338,0.012398386,0.031027197,0.029633349,0.033533183,0.032421045,0.05822805,0.012355517,0.033224528,0.031034546,0.033506237,0.024117975,0.061887819,0.013515669,0.043554679,0.038910153,0.035103406,0.034290124,0.053326311,0.012283742,0.037685331,0.038067475,0.045350269,0.033339662,0.053897078,Large Protein Complex
P62908;Q5YLW3;D3YV43,0.010914368,0.016638347,0.01901605,0.028600398,0.043902819,0.089468025,0.008216444,0.014804374,0.019046133,0.027196506,0.036675005,0.089556047,0.009630698,0.017547535,0.019141955,0.027719066,0.032677255,0.086268043,0.010574537,0.018161459,0.021740269,0.026291776,0.046302806,0.085142701,0.009917159,0.015354789,0.018922457,0.026165871,0.042516755,0.081890352,Large Protein Complex
Q9QZQ1-2;E9Q852,0.008324501,0.032481832,0.0366862,0.034300291,0.025552905,0.022848837,0.010314276,0.045388621,0.041404517,0.043298105,0.034397617,0.025458425,0.005787765,0.05045071,0.046156984,0.044552529,0.044756287,0.032436299,0.003122513,0.049472328,0.047965199,0.044827432,0.037704423,0.027784573,0.007873159,0.040199041,0.045776787,0.046273662,0.036516022,0.02788816,unknown
Q6A065,0.03450947,0.029623909,0.023712634,0.021317762,0.024066468,0.049900372,0.027183437,0.022118939,0.021248496,0.025316719,0.031193361,0.061537058,0.033956496,0.02743164,0.023504836,0.024719877,0.038770483,0.066345272,0.035360864,0.034237601,0.025932609,0.025598978,0.029962158,0.055976731,0.030007181,0.032045909,0.025622066,0.026213136,0.031787316,0.060798221,unknown
P27659,0.008108319,0.013010148,0.016620256,0.019911718,0.037222373,0.084012557,0.011003768,0.014279902,0.01698356,0.024914693,0.03441612,0.097125299,0.010096353,0.013893665,0.017851386,0.026734834,0.043146281,0.106034094,0.013436216,0.0155919,0.019199594,0.023409576,0.03984999,0.08672225,0.011476908,0.016332992,0.018456088,0.030472883,0.042475194,0.087211081,Large Protein Complex
Q80X90,0.046307202,0.050215021,0.039483548,0.031131382,0.017200781,0.007249779,0.016321749,0.076942136,0.047449488,0.031320852,0.02147752,0.010061951,0.01366006,0.081097724,0.057397575,0.036084019,0.023479708,0.012405732,0.011247961,0.063303027,0.053323969,0.034865217,0.020706887,0.005924673,0.011804529,0.059151994,0.055534756,0.037814755,0.02100931,0.006026695,Actin binding proteins
P27546;A0A0B4J1F2;A0A0B4J1M9;P27546-2;P27546-3,0.012066366,0.018335786,0.018494717,0.023739436,0.032278516,0.076260909,0.01020843,0.015988965,0.014737672,0.018747222,0.025291316,0.074916331,0.012977052,0.02104337,0.020641436,0.02425337,0.046677308,0.094771174,0.012562737,0.023891169,0.023939827,0.033309263,0.035051169,0.078466363,0.013605289,0.022028626,0.026834845,0.038629993,0.040311435,0.089939906,unknown
D3YZ62;Q99104;D3Z4J3,0.029267809,0.041651389,0.039469769,0.030204678,0.016618966,0.020756623,0.030587509,0.042505226,0.031924845,0.028352248,0.023886135,0.024263823,0.048242543,0.042460403,0.037752541,0.029231804,0.028362536,0.02972118,0.037669509,0.042450851,0.038143455,0.033772131,0.027729138,0.031248094,0.037163967,0.036925157,0.039954002,0.031513357,0.029348637,0.038821675,unknown
Q91VR5,0.036522553,0.014852356,0.015809414,0.025462074,0.044261989,0.08372642,0.030364461,0.011840668,0.012949392,0.023490414,0.03261938,0.071608739,0.027324446,0.012732152,0.013793593,0.023838354,0.027563097,0.072471898,0.032474405,0.016406489,0.017616472,0.025515604,0.047284161,0.076582497,0.032340582,0.015504744,0.01588324,0.030116888,0.044032259,0.06501126,unknown
P08752;A0A0A6YWA9,0.008175973,0.022616283,0.039564486,0.061675017,0.058127484,0.032914914,0.005207581,0.030912539,0.040591465,0.055349013,0.053304434,0.03921747,0.005129971,0.029958246,0.046221092,0.059761741,0.044607938,0.044364089,0.005959996,0.016024625,0.0286288,0.039566831,0.043316008,0.026806967,0.004968187,0.017786433,0.025857363,0.037205717,0.042272616,0.033906722,unknown
Q9EPU0-2;Q9EPU0,0.010850838,0.01861606,0.021202251,0.032942923,0.051648498,0.076420278,0.008074537,0.017045555,0.020436054,0.037788709,0.041607728,0.065013737,0.008283701,0.014981831,0.02076797,0.033004963,0.032681025,0.0671364,0.008216343,0.027008331,0.023431711,0.037959762,0.052096074,0.069002038,0.010011965,0.022261367,0.022159887,0.03636976,0.049893645,0.063086059,unknown
P09405,0.038692429,0.019932695,0.011961314,0.017950883,0.02889201,0.06602615,0.049379782,0.024621992,0.014599203,0.022848971,0.034475881,0.077947573,0.048649016,0.021734573,0.013270923,0.022522205,0.04116651,0.093412493,0.044459627,0.017653824,0.010133125,0.015969921,0.027930386,0.057779777,0.047095819,0.018982953,0.010580412,0.019336878,0.023479586,0.05851309,unknown
Q6PB66,0.00423363,0.078496035,0.112711988,0.019833033,5.76E-05,4.32E-06,0.005390482,0.086737743,0.103963936,0.021337631,5.46E-06,0,0.006314876,0.062301363,0.094303626,0.01878017,0.000113214,2.38E-05,0.005505352,0.081714047,0.09139528,0.0184908,0,0,0.003856592,0.073152212,0.100208195,0.011005681,6.24E-05,4.88E-07,unknown
Q9CW03;Q1HL32,0.097960474,0.0195234,0.007403967,0.007679687,0.010431238,0.021487315,0.11388258,0.018022469,0.008552015,0.010123053,0.012253999,0.029845479,0.113557927,0.020721322,0.006749486,0.010487699,0.017389631,0.032261555,0.128237883,0.014799466,0.008727046,0.010997263,0.014866749,0.034605643,0.134759171,0.020364204,0.010082589,0.011169,0.016522008,0.036535681,Large Protein Complex
Q60865,0.00734317,0.017578703,0.021604275,0.033772662,0.053041687,0.073891669,0.005816573,0.014655942,0.021223108,0.042166372,0.049874947,0.069065165,0.007631859,0.013924488,0.021252057,0.043705513,0.059618019,0.091225911,0.008768926,0.01607221,0.015477783,0.030346986,0.036918494,0.060081209,0.006090787,0.013878652,0.016743996,0.0343227,0.046396197,0.06750994,unknown
Q9CX86,0.104654147,0.020809614,0.011846359,0.016483748,0.020300511,0.027896156,0.103207141,0.020241418,0.00937569,0.01738074,0.025903682,0.038546424,0.112992236,0.023121794,0.009317204,0.019033812,0.013240181,0.031473519,0.110673996,0.009973736,0.006207883,0.012269248,0.021136895,0.030103787,0.092176561,0.016848909,0.007846561,0.018173184,0.021906612,0.026858251,Large Protein Complex
E9Q2E4,0.015915667,0.025055578,0.023547518,0.020541294,0.032418971,0.075853341,0.018329306,0.021432027,0.01877591,0.025011041,0.028064276,0.065748469,0.023260504,0.019795305,0.018472813,0.021847702,0.038514307,0.057097225,0.018415906,0.024402374,0.023121945,0.031071737,0.048292576,0.074742399,0.016363508,0.027753757,0.03028616,0.034936529,0.04526161,0.075670246,unknown
Q9EQF6,0.012600877,0.052887483,0.040140693,0.030506183,0.021880837,0.015150766,0.00939903,0.033881583,0.029440406,0.035274269,0.035436394,0.019119919,0.011679685,0.045833692,0.040207138,0.039234385,0.025452118,0.014249773,0.0176475,0.082349151,0.055146609,0.046923388,0.052236323,0.020565228,0.017804044,0.053004426,0.043736691,0.036167288,0.040690857,0.021353265,unknown
